ufn,ufn.no.u,date.site,search.id,date.processed,date.caught,site,species,number,semsp.id,cwt,adipose,weight,standard.length,fork.length,number.of.lice,cm,cpaf,caf,gc,gl,laf,palf,palm,lam,ucal,ulep,rna.tray.id,rna.tray.row,rna.tray.column,rna.location,fa.sample.id,fa.box,fa.well,isotope.sample.id,isotope.box,isotope.well,dna.sample.id,dna.box,dna.well,stomach.sample.id,stomach.tray,otolith.sample.id,otolith.box,otolith.well,sea.lice.sample.id,sea.lice.box,sea.lice.well,sl.cal.sample.id,sl.cal.box,sl.cal.well,sl.lep.sample.id,sl.lep.box,sl.lep.well,scale.book,scale.cell,carcass.bag,whatman.genetic.stock.id,whatman.genetic.stock.id.code,whatman.genetic.stock.id.range,whatman.sheet,initials.of.dissector,mins.to.process,photo.number,comments.processing,comments.sample,qc.data,qc.lice,dissection.state,ufn.no.u.copy,ufn.all.u,ufn.copy,wet weight,sea.lice.processed.state
U49,49,2015-05-23-J09,JE108,2015-09-18,2015-05-23,J09,SO,22,2015-05-23-J09-SO-22,none,none,13.5,NA,109,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS48,SO1,56,SDN48,SO1,28,SST48,1,SOT48,SO2,A12,SSL48,SO1,54,NA,NA,NA,NA,NA,NA,2,26,2,NA,NA,NA,NA,DS,1:00:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,49,U49,U49,NA,not
U50,50,2015-05-23-J09,JE108,2015-09-18,2015-05-23,J09,SO,26,2015-05-23-J09-SO-26,none,none,13.9,NA,114,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS49,SO1,58,SDN49,SO1,29,SST49,1,SOT49,SO2,A13,SSL49,SO1,60,NA,NA,NA,NA,NA,NA,2,30,2,NA,NA,NA,NA,DS,1:02:00,NA,FROM THAWED JS FISH,"1 unidentified Chal B unretained, 1 female Cal Chal B mangled",LP,LP,work-up excluding cold samples,50,U50,U50,NA,not
U19,19,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,17,2015-05-23-J10-SO-17,none,none,9.8,NA,98,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS40,SO1,34,SDN40,SO1,17,SST40,2,SOT40,SO2,A9,SSL40,SO1,34,NA,NA,NA,NA,NA,NA,2,19,1,NA,NA,NA,NA,LP,NA,NA,FROM THAWED JS FISH,"both lobes of the tail disconected from on removal from bag, 1 louse was too dry to remove from tray it was a Cal Chal B.",CK,LP,work-up excluding cold samples,19,U19,U19,NA,not
U47,47,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,26,2015-05-23-J10-SO-26,none,none,13.4,NA,107,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS46,SO1,36,SDN46,SO1,18,SST46,1,SOT46,SO2,A10,SSL46,SO1,40,NA,NA,NA,NA,NA,NA,2,20,2,NA,NA,NA,NA,DS,0:53:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,47,U47,U47,NA,not
U48,48,2015-05-23-J10,JE109,2015-09-18,2015-05-23,J10,SO,22,2015-05-23-J10-SO-22,none,none,10.9,NA,103,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS47,SO1,45,SDN47,SO1,23,SST47,1,SOT47,SO2,A11,SSL47,SO1,47,NA,NA,NA,NA,NA,NA,2,24,2,NA,NA,NA,NA,DS,0:50:00,NA,FROM THAWED JS FISH,"big pred scar on left flank, missing scales",KI,LP,work-up excluding cold samples,48,U48,U48,NA,not
U53,53,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,19,2015-05-23-J09-SO-19,none,none,20.7,NA,125,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS54,SO1,65,SDN54,SO1,33,SST54,4,SOT54,SO1,A18,SSL54,SO1,65,NA,NA,NA,NA,NA,NA,2,33,2,NA,NA,NA,NA,CK,0:53:00,NA,FROM THAWED JS FISH,"Kidneys very pale pink, Caudal fin broken",KI,LP,work-up excluding cold samples,53,U53,U53,NA,not
U54,54,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,28,2015-05-23-J09-SO-28,none,none,15.0,NA,110,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS55,SO1,69,SDN55,SO1,34,SST55,4,SOT55,SO1,A19,SSL55,SO1,67,NA,NA,NA,NA,NA,NA,2,34,2,NA,NA,NA,NA,CK,0:50:00,NA,FROM THAWED JS FISH,Sample beginning to get soft when RNA taken,KI,LP,work-up excluding cold samples,54,U54,U54,NA,not
U63,63,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,29,2015-05-23-J09-SO-29,none,none,15.6,NA,110,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS56,SO1,71,SDN56,SO1,35,SST56,3,SOT56,SO1,A20,SSL56,SO1,69,NA,NA,NA,NA,NA,NA,2,35,2,NA,NA,NA,NA,KI,0:50:00,NA,FROM THAWED JS FISH,NA,KI,LP,work-up excluding cold samples,63,U63,U63,NA,not
U71,71,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,24,2015-05-23-J09-SO-24,none,none,13.6,NA,110,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS57,SO1,61,SDN57,SO1,31,SST57,1,SOT57,SO2,A14,SSL57,SO1,61,NA,NA,NA,NA,NA,NA,2,31,2,NA,NA,NA,NA,DS,0:54:00,NA,FROM THAWED JS FISH,"1 Caligus Cope didn't see it get into vial, but it was no longer on forceps.",KI,LP,work-up excluding cold samples,71,U71,U71,NA,not
U72,72,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,20,2015-05-23-J09-SO-20,none,none,12.0,NA,103,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS58,SO1,63,SDN58,SO1,32,SST58,1,SOT58,SO2,A15,SSL58,SO1,63,NA,NA,NA,NA,NA,NA,2,32,2,NA,NA,NA,NA,DS,0:45:00,NA,FROM THAWED JS FISH,"1 Caligus Cope not retained, Lunials found in the bag (from louse already collected?)",KI,LP,work-up excluding cold samples,72,U72,U72,NA,not
U73,73,2015-05-23-J09,JE108,2015-09-21,2015-05-23,J09,SO,27,2015-05-23-J09-SO-27,none,none,12.3,NA,113,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS59,SO1,67,SDN59,SO1,36,SST59,1,SOT59,SO2,A16,SSL59,SO1,72,NA,NA,NA,NA,NA,NA,2,45,2,NA,NA,NA,NA,DS,0:57:00,NA,FROM THAWED JS FISH,1 Chal B Caligus,KI,LP,work-up excluding cold samples,73,U73,U73,NA,not
U64,64,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,03,2015-05-22-J08-SO-03,none,none,23.4,NA,140,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SST69,3,SOT69,SO1,B2,SSL69,SO1,78,NA,NA,NA,NA,NA,NA,2,38,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","1 adult caligus cut in half, white cysts on stomach anterior to spleen, isotopes: too mushy to get a sample",KI,LP,work-up excluding cold samples,64,U64,U64,NA,not
U55,55,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,07,2015-05-22-J08-SO-07,none,none,7.5,NA,89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS64,SO1,74,SDN64,SO1,38,SST64,4,SOT64,SO1,B1,SSL64,SO1,74,NA,NA,NA,NA,NA,NA,2,36,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",1 otolith,KI,LP,work-up excluding cold samples,55,U55,U55,NA,not
U56,56,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,08,2015-05-22-J08-SO-08,none,none,9.3,NA,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS65,SO1,78,SDN65,SO1,39,SST65,4,SOT65,SO1,B3,SSL65,SO1,81,NA,NA,NA,NA,NA,NA,2,39,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,56,U56,U56,NA,not
U58,58,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,26,2015-05-22-J08-SO-26,none,none,10.4,NA,96,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS67,SO1,92,SDN67,SO1,48,SST67,4,SOT67,SO1,B8,SSL67,SO1,96,NA,NA,NA,NA,NA,NA,2,46,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,58,U58,U58,NA,not
U65,65,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,04,2015-05-22-J08-SO-04,none,none,15.4,NA,112,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS70,SO1,81,SDN70,SO1,41,SST70,3,SOT70,SO1,B4,SSL70,SO1,83,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","no scales present , 1 otolith",KI,LP,work-up excluding cold samples,65,U65,U65,NA,not
U66,66,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,02,2015-05-22-J08-SO-02,none,none,8.1,NA,107,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS71,SO1,83,SDN71,SO1,42,SST71,3,SOT71,SO1,B5,SSL71,SO1,85,NA,NA,NA,NA,NA,NA,2,42,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",1 otolith,KI,LP,work-up excluding cold samples,66,U66,U66,NA,not
U57,57,2015-05-23-J03,JE107,2015-09-22,2015-05-23,J03,SO,20,2015-05-23-J03-SO-20,none,none,13.1,NA,113,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS66,SO1,85,SDN66,SO1,43,SST66,4,SOT66,SO1,B6,SSL66,SO1,87,NA,NA,NA,NA,NA,NA,2,43,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","1 squished adult, unk. Species",KI,LP,work-up excluding cold samples,57,U57,U57,NA,not
U74,74,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,06,2015-05-22-J08-SO-06,none,none,8.3,NA,96,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS72,SO1,76,SDN72,SO1,37,SST72,1,SOT72,SO2,A17,SSL72,SO1,76,NA,NA,NA,NA,NA,NA,2,37,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,74,U74,U74,NA,not
U75,75,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,01,2015-05-22-J08-SO-01,none,none,10.0,NA,96,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS73,SO1,80,SDN73,SO1,40,SST73,1,SOT73,SO2,A18,SSL73,SO1,80,NA,NA,NA,NA,NA,NA,2,40,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,75,U75,U75,NA,not
U20,20,2015-05-23-J03,JE107,2015-09-22,2015-05-23,J03,SO,27,2015-05-23-J03-SO-27,none,none,15.7,NA,118,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS63,SO1,89,SDN63,SO1,45,SST63,2,SOT63,SO2,A20,SSL63,SO1,92,NA,NA,NA,NA,NA,NA,1,48,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,20,U20,U20,NA,not
U103,103,2015-05-22-J08,JE105,2015-09-22,2015-05-22,J08,SO,13,2015-05-22-J08-SO-13,none,none,15.4,NA,112,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS62,SO2,23,SDN62,SO1,62,SST62,4,SOT62,SO1,B18,SSL62,SO2,25,NA,NA,NA,NA,NA,NA,3,12,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,103,U103,U103,NA,not
U101,101,2015-05-23-J03,JE107,2015-09-22,2015-05-23,J03,SO,23,2015-05-23-J03-SO-23,none,none,12.6,NA,113,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS60,SO2,14,SDN60,SO1,58,SST60,4,SOT60,SO1,B14,SSL60,SO2,16,NA,NA,NA,NA,NA,NA,3,7,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,101,U101,U101,NA,not
U102,102,2015-05-23-J03,JE107,2015-09-22,2015-05-23,J03,SO,21,2015-05-23-J03-SO-21,none,none,12.0,NA,104,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS61,SO2,18,SDN61,SO1,59,SST61,4,SOT61,SO1,B16,SSL61,SO2,21,NA,NA,NA,NA,NA,NA,3,9,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,102,U102,U102,NA,not
U60,60,2015-05-23-J03,JE107,2015-09-22,2015-05-23,J03,SO,25,2015-05-23-J03-SO-25,none,none,14.0,NA,113,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS68,SO2,7,SDN68,SO1,55,SST68,4,SOT68,SO1,B13,SSL68,SO2,12,NA,NA,NA,NA,NA,NA,3,5,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",White nematode ~2 cm long in gut region,KI,LP,work-up excluding cold samples,60,U60,U60,NA,not
U67,67,2015-05-23-J03,JE107,2015-09-23,2015-05-23,J03,SO,28,2015-05-23-J03-SO-28,none,none,13.3,NA,111,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS75,SO1,94,SDN75,SO1,46,SST75,3,SOT75,SO1,B7,SSL75,SO1,94,NA,NA,NA,NA,NA,NA,2,44,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,67,U67,U67,NA,not
U77,77,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,10,2015-05-22-J08-SO-10,none,none,7.0,NA,86,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS80,SO1,96,SDN80,SO1,47,SST80,5,SOT80,SO2,B1,SSL80,SO1,98,NA,NA,NA,NA,NA,NA,2,47,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","1 otolith retained, 1 louse found on outside of bag",KI,LP,work-up excluding cold samples,77,U77,U77,NA,not
U76,76,2015-05-23-J03,JE107,2015-09-23,2015-05-23,J03,SO,29,2015-05-23 J03-SO-29,none,none,12.5,NA,108,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS79,SO1,87,SDN79,SO1,44,SST79,5,SOT79,SO2,A19,SSL79,SO1,89,NA,NA,NA,NA,NA,NA,2,41,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","1 Cal copepod mangled, not retained",KI,LP,work-up excluding cold samples,76,U76,U76,NA,not
U81,81,2015-05-23-J03,JE107,2015-09-23,2015-05-23,J03,SO,16,2015-05-23-J03-SO-16,none,none,13.6,NA,111,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS84,SO1,100,SDN84,SO1,49,SST84,2,SOT84,SO2,B2,SSL84,SO1,100,NA,NA,NA,NA,NA,NA,2,50,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,81,U81,U81,NA,not
U59,59,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,09,2015-05-22-J08-SO-09,none,none,7.1,NA,88,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS74,SO1,98,SDN74,SO1,52,SST74,4,SOT74,SO1,B9,SSL74,SO2,3,NA,NA,NA,NA,NA,NA,3,1,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","One louse on dorsal fin damaged put into vial, likely Chal B stage",KI,LP,work-up excluding cold samples,59,U59,U59,NA,not
U68,68,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,05,2015-05-22-J08-SO-05,none,none,7.2,NA,93,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS76,SO2,1,SDN76,SO1,50,SST76,3,SOT76,SO1,B10,SSL76,SO2,1,NA,NA,NA,NA,NA,NA,2,49,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,68,U68,U68,NA,not
U70,70,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,27,2015-05-22-J08-SO-27,none,none,13.9,NA,108,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS78,SO2,9,SDN78,SO1,54,SST78,3,SOT78,SO1,B12,SSL78,SO2,9,NA,NA,NA,NA,NA,NA,3,4,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,70,U70,U70,NA,not
U91,91,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,28,2015-05-22-J08-SO-28,none,none,13.4,NA,110,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS85,SO2,16,SDN85,SO1,57,SST85,3,SOT85,SO1,B15,SSL85,SO2,14,NA,NA,NA,NA,NA,NA,3,6,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,91,U91,U91,NA,not
U92,92,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,29,2015-05-22-J08-SO-29,none,none,11.5,NA,102,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS86,SO2,20,SDN86,SO1,60,SST86,3,SOT86,SO1,B17,SSL86,SO2,20,NA,NA,NA,NA,NA,NA,3,10,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,92,U92,U92,NA,not
U69,69,2015-05-23-J03,JE107,2015-09-23,2015-05-23,J03,SO,19,2015-05-23-J03-SO-19,none,none,11.2,NA,102,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS77,SO2,3,SDN77,SO1,51,SST77,3,SOT77,SO1,B11,SSL77,SO2,7,NA,NA,NA,NA,NA,NA,3,3,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,69,U69,U69,NA,not
U79,79,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,30,2015-05-22-J08-SO-30,none,none,14.9,NA,110,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS82,SO2,12,SDN82,SO1,56,SST82,5,SOT82,SO2,B4,SSL82,SO2,18,NA,NA,NA,NA,NA,NA,3,8,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,79,U79,U79,NA,not
U80,80,2015-05-22-J08,JE105,2015-09-23,2015-05-22,J08,SO,11,2015-05-22-J08-SO-11,none,none,15.1,NA,110,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS83,SO2,21,SDN83,SO1,61,SST83,5,SOT83,SO2,B5,SSL83,SO2,23,NA,NA,NA,NA,NA,NA,3,11,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,80,U80,U80,NA,not
U78,78,2015-05-23-J03,JE107,2015-09-23,2015-05-23,J03,SO,17,2015-05-23-J03-SO-17,none,none,15.9,NA,118,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS81,SO2,5,SDN81,SO1,53,SST81,5,SOT81,SO2,B3,SSL81,SO2,5,NA,NA,NA,NA,NA,NA,3,2,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,78,U78,U78,NA,not
U95,95,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,17,2015-05-22-J08-SO-17,none,none,11.6,NA,100,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,SST93,3,SOT93,SO1,C1,SSL93,SO2,34,NA,NA,NA,NA,NA,NA,3,16,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET","Hemorraged anal fin, no DNA or isotopes, tissues liquid, 1 otolith",KI,LP,work-up excluding cold samples,95,U95,U95,NA,not
U93,93,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,24,2015-05-22-J08-SO-24,none,none,11.6,NA,100,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS91,SO2,27,NA,NA,NA,SST91,3,SOT91,SO1,B19,SSL91,SO2,29,NA,NA,NA,NA,NA,NA,3,13,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",Tissues too liquid to take DNA,KI,LP,work-up excluding cold samples,93,U93,U93,NA,not
U94,94,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,21,2015-05-22-J08-SO-21,none,none,10.6,NA,100,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS92,SO2,29,NA,NA,NA,SST92,3,SOT92,SO1,B20,SSL92,SO2,32,NA,NA,NA,NA,NA,NA,3,15,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",Organs too mushy to take DNA,KI,LP,work-up excluding cold samples,94,U94,U94,NA,not
U96,96,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,18,2015-05-22-J08-SO-18,none,none,12.5,NA,99,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS94,SO2,36,SDN94,SO1,66,SST94,8,SOT94,SO1,C2,SSL94,SO2,38,NA,NA,NA,NA,NA,NA,3,18,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",1 otolith,KI,LP,work-up excluding cold samples,96,U96,U96,NA,not
U97,97,2015-05-23-J03,JE107,2015-09-24,2015-05-23,J03,SO,30,2015-05-23-J03-SO-30,none,none,12.2,NA,102,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS95,SO2,38,SDN95,SO1,67,SST95,8,SOT95,SO1,C3,SSL95,SO2,41,NA,NA,NA,NA,NA,NA,3,20,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,CK,LP,work-up excluding cold samples,97,U97,U97,NA,not
U98,98,2015-05-23-J03,JE107,2015-09-24,2015-05-23,J03,SO,NA,2015-05-23-J03-SO,none,none,7.7,NA,93,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS96,SO2,41,SDN96,SO1,69,SST96,8,SOT96,SO1,C4,SSL96,SO2,43,NA,NA,NA,NA,NA,NA,3,22,3,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,98,U98,U98,NA,not
U83,83,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,12,2015-05-22-J08-SO-12,none,none,12.7,NA,106,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS88,SO2,32,SDN88,SO1,64,SST88,2,SOT88,SO2,B7,SSL88,SO2,36,NA,NA,NA,NA,NA,NA,3,17,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",1 Chal. A destroyed but retained,KI,LP,work-up excluding cold samples,83,U83,U83,NA,not
U85,85,2015-05-22-J08,JE105,2015-09-24,2015-05-22,J08,SO,16,2015-05-22-J08-SO-16,none,none,16.9,NA,119,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA-NANA,NA,NA,NA,SIS90,SO2,40,SDN90,SO1,68,SST90,2,SOT90,SO2,B9,SSL90,SO2,45,NA,NA,NA,NA,NA,NA,3,21,2,NA,NA,NA,NA,KI,NA,NA,"FROM JS THAWED FISH, EXPERIMENTAL DATA SET",NA,KI,LP,work-up excluding cold samples,85,U85,U85,NA,not
