ufn,seine_id,species,package_id,fish_time_out,fish_time_dewar,fork_length_field,height_field,weight_field,analysis_planned,dissection_status,lice_qc_flag,qc_comments,survey_date,site_id,region
U16441,DE506N1,PI,P1045,NA,NA,73,13,3.4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16442,DE506N1,PI,P1045,NA,NA,77,13,3.4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16443,DE506N1,PI,P1045,NA,NA,68,12,2.2,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16444,DE506N1,PI,P1045,NA,NA,60,9,1.6,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16445,DE506N1,PI,P1045,NA,NA,76,14,3.8,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16446,DE506N1,PI,P1045,NA,NA,74,13,3,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16447,DE506N1,PI,P1045,NA,NA,79,15,4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16448,DE506N1,PI,P1045,NA,NA,68,13,2.2,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16449,DE506N1,PI,P1045,NA,NA,65,12,2.1,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16450,DE506N1,PI,P1045,NA,NA,55,10,1.4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16431,DE506N1,CU,P1044,NA,NA,80,16,5,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16432,DE506N1,CU,P1044,NA,NA,80,15,4.2,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16433,DE506N1,CU,P1044,NA,NA,74,14,3.4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16434,DE506N1,CU,P1044,NA,NA,74,12,3.8,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16435,DE506N1,CU,P1044,NA,NA,98,21,9.8,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16436,DE506N1,CU,P1044,NA,NA,76,14,4.1,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16437,DE506N1,CU,P1044,NA,NA,79,16,4.1,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16438,DE506N1,CU,P1044,NA,NA,69,13,2.8,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16439,DE506N1,CU,P1044,NA,NA,63,12,2.2,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16440,DE506N1,CU,P1044,NA,NA,76,13,4.4,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16421,DE506N1,CO,P1043,NA,NA,110,24,14.6,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16422,DE506N1,CO,P1043,NA,NA,102,25,10.7,SEMSP,not dissected,NA,NA,2018-05-14,D07,DI
U16491,DE510N1,CU,P1050,NA,NA,109,21,12,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16492,DE510N1,CU,P1050,NA,NA,102,19,10.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16493,DE510N1,CU,P1050,NA,NA,97,18,9.2,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16494,DE510N1,CU,P1050,NA,NA,101,19,10.7,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16495,DE510N1,CU,P1050,NA,NA,91,16,6.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16496,DE510N1,CU,P1050,NA,NA,88,18,6.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16497,DE510N1,CU,P1050,NA,NA,84,18,6.6,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16498,DE510N1,CU,P1050,NA,NA,90,16,6,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16499,DE510N1,CU,P1050,NA,NA,95,18,7,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16500,DE510N1,CU,P1050,NA,NA,89,17,7,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16051,DE510N1,PI,P1006,NA,NA,80,14,4.1,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16052,DE510N1,PI,P1006,NA,NA,82,16,5.5,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16053,DE510N1,PI,P1006,NA,NA,79,14,4.6,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16054,DE510N1,PI,P1006,NA,NA,78,14,4.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16055,DE510N1,PI,P1006,NA,NA,74,13,4,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16056,DE510N1,PI,P1006,NA,NA,77,15,3.7,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16057,DE510N1,PI,P1006,NA,NA,81,14,3.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16058,DE510N1,PI,P1006,NA,NA,74,13,3.6,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16059,DE510N1,PI,P1006,NA,NA,83,14,3.9,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16060,DE510N1,PI,P1006,NA,NA,74,13,3.6,SEMSP,not dissected,NA,NA,2018-05-15,D09,DI
U16001,DE516N2,PI,P1001,NA,NA,78,14,4.6,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16002,DE516N2,PI,P1001,NA,NA,84,16,5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16003,DE516N2,PI,P1001,NA,NA,71,12,3.3,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16004,DE516N2,PI,P1001,NA,NA,73,13,3.6,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16005,DE516N2,PI,P1001,NA,NA,81,14,4,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16006,DE516N2,PI,P1001,NA,NA,61,10,0.9,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16007,DE516N2,PI,P1001,NA,NA,71,11,2.3,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16008,DE516N2,PI,P1001,NA,NA,65,10,2.3,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16009,DE516N2,PI,P1001,NA,NA,70,13,2.7,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16010,DE516N2,PI,P1001,NA,NA,83,14,4.9,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16101,DE516N2,CU,P1011,NA,NA,79,15,4.8,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16102,DE516N2,CU,P1011,NA,NA,111,24,14.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16103,DE516N2,CU,P1011,NA,NA,82,15,5.3,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16104,DE516N2,CU,P1011,NA,NA,73,12,2.4,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16105,DE516N2,CU,P1011,NA,NA,87,15,6.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16106,DE516N2,CU,P1011,NA,NA,78,15,4.7,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16107,DE516N2,CU,P1011,NA,NA,81,14,5.1,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16091,DE516N2,CO,P1010,NA,NA,122,29,26.4,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16092,DE516N2,CO,P1010,NA,NA,125,28,23.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16093,DE516N2,CO,P1010,NA,NA,135,26,25.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16094,DE516N2,CO,P1010,NA,NA,145,31,34,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16095,DE516N2,CO,P1010,NA,NA,134,29,27,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16096,DE516N2,CO,P1010,NA,NA,126,29,24.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16097,DE516N2,CO,P1010,NA,NA,136,30,29,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16098,DE516N2,CO,P1010,NA,NA,131,28,25.5,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16099,DE516N2,CO,P1010,NA,NA,133,32,32,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16100,DE516N2,CO,P1010,NA,NA,159,37,48,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16071,DE516N2,CK,P1008,NA,NA,102,22,11.4,SEMSP,not dissected,NA,NA,2018-05-17,D08,DI
U16781,JE402N1,SO,P1079,9:11,9:24,148,27,31.5,SEMSP,not dissected,NA,NA,2018-05-21,J11,JS
U16782,JE402N1,SO,P1079,9:24,9:42,149,26,33.2,SEMSP,not dissected,NA,NA,2018-05-21,J11,JS
U16783,JE402N1,SO,P1079,9:31,9:54,184,36,71.5,SEMSP,not dissected,NA,NA,2018-05-21,J11,JS
U16061,DE517N2,SO,P1007,8:40,9:11,135,23,24,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16062,DE517N2,SO,P1007,8:42,9:11,118,23,17,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16063,DE517N2,SO,P1007,8:50,9:23,136,27,24.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16064,DE517N2,SO,P1007,8:54,9:23,126,24,18.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16065,DE517N2,SO,P1007,8:57,9:30,123,23,16,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16066,DE517N2,SO,P1007,9:08,9:30,130,27,21.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16067,DE517N2,SO,P1007,9:20,9:40,126,21,15.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16068,DE517N2,SO,P1007,9:23,9:40,130,25,20.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16069,DE517N2,SO,P1007,9:29,9:50,129,24,18,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16070,DE517N2,SO,P1007,9:39,9:50,111,21,14,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16111,DE517N2,CU,P1012,NA,NA,88,NA,6.2,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16112,DE517N2,CU,P1012,NA,NA,99,22,10,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16113,DE517N2,CU,P1012,NA,NA,79,15,4.1,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16114,DE517N2,CU,P1012,NA,NA,118,23,7.8,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16115,DE517N2,CU,P1012,NA,NA,95,17,6.9,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16116,DE517N2,CU,P1012,NA,NA,84,15,4.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16117,DE517N2,CU,P1012,NA,NA,77,14,3.7,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16118,DE517N2,CU,P1012,NA,NA,102,17,8.8,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16481,DE517N2,PI,P1049,NA,NA,95,18,8.2,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16482,DE517N2,PI,P1049,NA,NA,85,15,5.1,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16483,DE517N2,PI,P1049,NA,NA,96,18,6.4,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16484,DE517N2,PI,P1049,NA,NA,98,17,6.8,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16485,DE517N2,PI,P1049,NA,NA,78,14,3.4,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16486,DE517N2,PI,P1049,NA,NA,70,12,2.4,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16487,DE517N2,PI,P1049,NA,NA,89,13,5.5,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16488,DE517N2,PI,P1049,NA,NA,95,18,7.6,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16489,DE517N2,PI,P1049,NA,NA,90,15,6,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16490,DE517N2,PI,P1049,NA,NA,86,14,5.2,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16191,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16192,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16193,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16194,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16195,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16196,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16197,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16198,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16199,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16200,DE517N2,SO,P1020,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16251,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16252,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16253,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16254,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16255,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16256,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16257,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16258,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16259,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16260,DE517N2,SO,P1026,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16131,DE517N2,CO,P1014,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16171,DE517N2,HE,P1018,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16172,DE517N2,HE,P1018,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-22,D09,DI
U16181,DE531N1,SO,P1019,9:22,9:34,100,20,9.6,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16182,DE531N1,SO,P1019,9:28,9:34,98,18,9.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16183,DE531N1,SO,P1019,9:32,9:42,96,18,7.5,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16184,DE531N1,SO,P1019,9:35,9:42,117,23,16.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16185,DE531N1,SO,P1019,9:40,9:52,98,20,7.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16186,DE531N1,SO,P1019,9:45,9:52,90,16,5.9,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16187,DE531N1,SO,P1019,9:50,10:02,82,17,5.1,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16188,DE531N1,SO,P1019,9:53,10:02,92,19,7.7,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16189,DE531N1,SO,P1019,10:01,10:12,90,16,6.4,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16190,DE531N1,SO,P1019,10:04,10:12,95,19,7.8,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16361,DE531N1,CU,P1037,NA,NA,84,17,5.8,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16362,DE531N1,CU,P1037,NA,NA,97,19,9.4,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16363,DE531N1,CU,P1037,NA,NA,70,14,3.3,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16364,DE531N1,CU,P1037,NA,NA,81,15,4.8,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16201,DE531N1,PI,P1021,NA,NA,89,17,6.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16202,DE531N1,PI,P1021,NA,NA,85,16,5.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16203,DE531N1,PI,P1021,NA,NA,78,14,3.8,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16204,DE531N1,PI,P1021,NA,NA,75,14,3.2,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16205,DE531N1,PI,P1021,NA,NA,83,14,4.5,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16206,DE531N1,PI,P1021,NA,NA,85,16,5.5,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16207,DE531N1,PI,P1021,NA,NA,78,14,4,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16208,DE531N1,PI,P1021,NA,NA,75,15,3.5,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16209,DE531N1,PI,P1021,NA,NA,85,15,5.3,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16210,DE531N1,PI,P1021,NA,NA,74,13,3.3,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16141,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16142,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16143,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16144,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16145,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16146,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16147,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16148,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16149,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16150,DE531N1,SO,P1015,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16351,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16352,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16353,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16354,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16355,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16356,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16357,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16358,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16359,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16360,DE531N1,SO,P1036,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-23,D27,DI
U16471,DE512N1,PI,P1048,NA,NA,78,15,2.9,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16472,DE512N1,PI,P1048,NA,NA,77,14,3.3,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16473,DE512N1,PI,P1048,NA,NA,86,15,6.3,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16474,DE512N1,PI,P1048,NA,NA,69,10,2.7,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16475,DE512N1,PI,P1048,NA,NA,69,12,2.7,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16476,DE512N1,PI,P1048,NA,NA,80,14,4.8,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16477,DE512N1,PI,P1048,NA,NA,61,11,2,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16478,DE512N1,PI,P1048,NA,NA,77,14,3.9,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16241,DE512N1,CU,P1025,NA,NA,94,17,6.2,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16242,DE512N1,CU,P1025,NA,NA,96,18,8.4,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16243,DE512N1,CU,P1025,NA,NA,82,15,5,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16244,DE512N1,CU,P1025,NA,NA,65,11,2,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16245,DE512N1,CU,P1025,NA,NA,82,20,6.3,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16246,DE512N1,CU,P1025,NA,NA,84,11,5.6,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16247,DE512N1,CU,P1025,NA,NA,93,19,7.4,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16248,DE512N1,CU,P1025,NA,NA,85,15,6.2,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16249,DE512N1,CU,P1025,NA,NA,75,19,4.3,SEMSP,not dissected,NA,NA,2018-05-24,D08,DI
U16161,DE513N2,SO,P1017,8:15,8:39,149,30,32.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16162,DE513N2,SO,P1017,8:17,8:39,153,29,33.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16163,DE513N2,SO,P1017,8:38,8:55,98,18,9.4,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16164,DE513N2,SO,P1017,8:41,8:55,90,17,7.2,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16165,DE513N2,SO,P1017,8:46,9:08,141,29,28.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16166,DE513N2,SO,P1017,9:00,9:08,144,30,31.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16167,DE513N2,SO,P1017,9:15,9:30,128,24,21,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16168,DE513N2,SO,P1017,9:18,9:30,92,17,6.8,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16169,DE513N2,SO,P1017,9:25,9:41,144,28,26.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16170,DE513N2,SO,P1017,9:28,9:41,168,32,40,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16231,DE513N2,CU,P1024,NA,NA,99,18,9.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16232,DE513N2,CU,P1024,NA,NA,84,15,5.1,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16233,DE513N2,CU,P1024,NA,NA,85,17,5.8,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16234,DE513N2,CU,P1024,NA,NA,83,15,4.8,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16235,DE513N2,CU,P1024,NA,NA,79,14,6.1,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16236,DE513N2,CU,P1024,NA,NA,114,22,14.2,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16237,DE513N2,CU,P1024,NA,NA,91,18,7.2,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16238,DE513N2,CU,P1024,NA,NA,108,20,10.4,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16239,DE513N2,CU,P1024,NA,NA,86,14,6,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16240,DE513N2,CU,P1024,NA,NA,107,19,11.5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16221,DE513N2,PI,P1023,NA,NA,81,16,3.7,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16222,DE513N2,PI,P1023,NA,NA,94,16,7.4,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16223,DE513N2,PI,P1023,NA,NA,81,15,4.8,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16224,DE513N2,PI,P1023,NA,NA,81,15,5,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16225,DE513N2,PI,P1023,NA,NA,84,14,4.1,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16341,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16342,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16343,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16344,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16345,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16346,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16347,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16348,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16349,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16350,DE513N2,SO,P1035,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16151,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16152,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16153,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16154,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16155,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16156,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
U16157,DE513N2,SO,P1016,NA,NA,NA,NA,NA,SEMSP,not dissected,NA,NA,2018-05-28,D09,DI
