"","ufn","sample_type","storage_medium","sample_id","container_id","container_cell","sample_location","comments_sample","sample_status","sample_qc_flag","sample_flag_reason","sample_qc_log","current_location","storage_unit","date_processed","species","weight","standard_length","fork_length","survey_id","survey_date","site_id","region","zone","site_name","seine_id","set_time","lat","lon","lab_count_motiles","cm_lab","cpaf_lab","caf_lab","cgf_lab","lgf_lab","laf_lab","lpaf_lab","lpam_lab","lam_lab","ucal_lab","ulep_lab"
"83","U4462","sealice_cal","frozen -80","SLC4862","BLC2",49,"BLC2-49",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",24.1,"123",NA,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,1,0,0,1,0,0,0,0,0,0,0,0
"84","U3901","sealice_cal","frozen -80","SLC4301","BLC2",51,"BLC2-51",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-03,"PI",7.9,"94",99,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,1,0,0,0,1,0,0,0,0,0,0,0
"85","U4439","sealice_cal","frozen -80","SLC4839","BLC2",52,"BLC2-52",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",6.9,"83",NA,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,4,0,3,0,0,0,0,0,0,1,0,0
"86","U3738","sealice_cal","frozen -80","SLC4138","BLC2",53,"BLC2-53",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",14.9,"108",112,"JE276",2016-06-18,"J03","JS","N","Cracroft Point","JN376",13:42:00,50.546326,-126.669166,1,0,0,0,1,0,0,0,0,0,0,0
"87","U4440","sealice_cal","frozen -80","SLC4840","BLC2",54,"BLC2-54",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",7.9,"91",NA,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,1,0,1,0,0,0,0,0,0,0,0,0
"88","U3739","sealice_cal","frozen -80","SLC4139","BLC2",55,"BLC2-55",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",7.9,"89",NA,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,3,0,0,0,3,0,0,0,0,0,0,0
"89","U4463","sealice_cal","frozen -80","SLC4863","BLC2",56,"BLC2-56",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-29,"SO",6.7,"89",NA,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,1,0,1,0,0,0,0,0,0,0,0,0
"90","U3740","sealice_cal","frozen -80","SLC4140","BLC2",57,"BLC2-57",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",9.2,"92",97,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,7,0,0,1,0,0,1,1,1,2,0,1
"91","U4494","sealice_cal","frozen -80","SLC4894","BLC2",58,"BLC2-58",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-30,"SO",8.4,"90",95,"DE293",2016-06-01,"D27","DI","E","Granite Point","DN393",10:50:00,50.274055,-125.328828,1,0,1,0,0,0,0,0,0,0,0,0
"92","U4497","sealice_cal","frozen -80","SLC4897","BLC2",60,"BLC2-60",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-09-30,"SO",8,"88",93,"DE293",2016-06-01,"D27","DI","E","Granite Point","DN393",10:50:00,50.274055,-125.328828,1,0,1,0,0,0,0,0,0,0,0,0
"93","U4498","sealice_cal","frozen -80","SLC4898","BLC2",61,"BLC2-61",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-01,"SO",6.9,"86",91,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,0,0,1,0,0,0,0,0,0,0,0
"94","U4952","sealice_cal","frozen -80","SLC5452","BLC2",62,"BLC2-62",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-09,"HE",13.8,"113",121,"JE276",2016-06-18,"J03","JS","N","Cracroft Point","JN376",13:42:00,50.546326,-126.669166,3,1,0,1,1,0,0,0,0,0,0,0
"95","U4501","sealice_cal","frozen -80","SLC4901","BLC2",63,"BLC2-63",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-01,"SO",8.3,"89",94,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,1,0,0,0,0,0,0,0,0,0,0
"96","U3742","sealice_cal","frozen -80","SLC4142","BLC2",64,"BLC2-64",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-08,"CU",11.9,"102",108,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,2,0,0,0,0,0,0,0,0,1,1,0
"97","U4503","sealice_cal","frozen -80","SLC4903","BLC2",65,"BLC2-65",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-01,"SO",7.6,"87",92,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,0,0,1,0,0,0,0,0,0,0,0
"98","U4031","sealice_cal","frozen -80","SLC4431","BLC2",68,"BLC2-68",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",20,"117",123,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,1,0,1,0,0,0,0,0,0,0,0,0
"99","U4466","sealice_cal","frozen -80","SLC4866","BLC2",69,"BLC2-69",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",10.5,"100",NA,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,1,0,0,1,0,0,0,0,0,0,0,0
"100","U4468","sealice_cal","frozen -80","SLC4868","BLC2",72,"BLC2-72",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",10.8,"97",103,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,2,2,0,0,0,0,0,0,0,0,0,0
"101","U4514","sealice_cal","frozen -80","SLC4914","BLC2",74,"BLC2-74",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",14.2,"113",118,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,3,3,0,0,0,0,0,0,0,0,0,0
"102","U4509","sealice_cal","frozen -80","SLC4909","BLC2",76,"BLC2-76",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",6.8,"84",NA,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,1,1,0,0,0,0,0,0,0,0,0,0
"103","U4412","sealice_cal","frozen -80","SLC4812","BLC2",77,"BLC2-77",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",14.1,"112",NA,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,1,1,0,0,0,0,0,0,0,0,0,0
"104","U4470","sealice_cal","frozen -80","SLC4870","BLC2",78,"BLC2-78",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",20.4,"123",130,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,2,0,2,0,0,0,0,0,0,0,0,0
"105","U4472","sealice_cal","frozen -80","SLC4872","BLC2",80,"BLC2-80",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",7.2,"85",90,"DE261",2016-05-14,"D07","DI","C","Hoskyn Channel","DN361",13:01:00,50.19304,-125.136573,1,1,0,0,0,0,0,0,0,0,0,0
"106","U4473","sealice_cal","frozen -80","SLC4873","BLC2",81,"BLC2-81",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",11,"103",108,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,2,0,0,0,1,0,0,0,0,0,1,0
"107","U3907","sealice_cal","frozen -80","SLC4307","BLC2",82,"BLC2-82",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-06,"PI",8.9,"99",103,"JE276",2016-06-18,"J03","JS","N","Cracroft Point","JN376",13:42:00,50.546326,-126.669166,1,0,0,0,1,0,0,0,0,0,0,0
"108","U4475","sealice_cal","frozen -80","SLC4875","BLC2",83,"BLC2-83",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",10.8,"95",100,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,2,1,1,0,0,0,0,0,0,0,0,0
"109","U4030","sealice_cal","frozen -80","SLC4430","BLC2",84,"BLC2-84",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-07,"CU",13,"107",111,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,2,0,1,0,1,0,0,0,0,0,0,0
"110","U4537","sealice_cal","frozen -80","SLC4937","BLC2",85,"BLC2-85",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",5.1,"72",78,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,1,1,0,0,0,0,0,0,0,0,0,0
"111","U4476","sealice_cal","frozen -80","SLC4876","BLC2",87,"BLC2-87",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-02,"SO",8.5,"92",97,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,1,1,0,0,0,0,0,0,0,0,0,0
"112","U4941","sealice_cal","frozen -80","SLC5441","BLC2",89,"BLC2-89",NA,"collected","Y","duplicate sample vial location",NA,"UBC EOAS",NA,2017-11-09,"CO",19.8,"127",132,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,1,1,0,0,0,0,0,0,0,0,0,0
"113","U4477","sealice_cal","frozen -80","SLC4877","BLC2",89,"BLC2-89",NA,"collected","Y","duplicate sample vial location",NA,"UBC EOAS",NA,2017-10-02,"SO",9.1,"95",100,"JE262",2016-06-09,"J09","JS","S","Blinkhorn Peninsula","JN362",07:22:00,50.544941,-126.816489,1,0,0,0,0,0,0,0,0,0,1,0
"114","U4027","sealice_cal","frozen -80","SLC4427","BLC2",91,"BLC2-91",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-06,"CU",21.3,"122",127,"JE251",2016-05-28,"J03","JS","N","Cracroft Point","JN351",09:10:00,50.545897,-126.668909,1,0,0,0,1,0,0,0,0,0,0,0
"115","U4547","sealice_cal","frozen -80","SLC4947","BLC2",92,"BLC2-92",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-03,"SO",5.7,"78",82,"JE248",2016-05-27,"J09","JS","S","Blinkhorn Peninsula","JN348",14:20:00,50.543432,-126.8134,1,1,0,0,0,0,0,0,0,0,0,0
"116","U4939","sealice_cal","frozen -80","SLC5439","BLC2",93,"BLC2-93",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-09,"CO",13.9,"105",112,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,3,1,0,0,0,0,0,1,0,1,0,0
"117","U4548","sealice_cal","frozen -80","SLC4948","BLC2",94,"BLC2-94",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-03,"SO",8.8,"94",99,"JE248",2016-05-27,"J09","JS","S","Blinkhorn Peninsula","JN348",14:20:00,50.543432,-126.8134,3,3,0,0,0,0,0,0,0,0,0,0
"118","U4549","sealice_cal","frozen -80","SLC4949","BLC2",96,"BLC2-96",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",9.1,"92",97,"JE258",2016-06-03,"J07","JS","S","South Mouth","JN358",16:22:00,50.459012,-126.1695,1,1,0,0,0,0,0,0,0,0,0,0
"119","U3906","sealice_cal","frozen -80","SLC4306","BLC2",97,"BLC2-97",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-06,"PI",13.2,"99",103,"JE276",2016-06-18,"J03","JS","N","Cracroft Point","JN376",13:42:00,50.546326,-126.669166,1,0,0,0,1,0,0,0,0,0,0,0
"120","U4478","sealice_cal","frozen -80","SLC4878","BLC2",98,"BLC2-98",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",8.3,"89",94,"JE258",2016-06-03,"J07","JS","S","South Mouth","JN358",16:22:00,50.459012,-126.1695,1,1,0,0,0,0,0,0,0,0,0,0
"121","U4901","sealice_cal","frozen -80","SLC5401","BLC2",99,"BLC2-99",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-11-02,"PI",14.8,"109",113,"JE286",2016-06-23,"J03","JS","N","Cracroft Point","JN386",16:17:00,50.55803,-126.73463,2,0,0,0,1,1,0,0,0,0,0,0
"122","U4390","sealice_cal","frozen -80","SLC4790","BLC2",100,"BLC2-100",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",7.8,"88",93,"JE258",2016-06-03,"J07","JS","S","South Mouth","JN358",16:22:00,50.459012,-126.1695,1,1,0,0,0,0,0,0,0,0,0,0
"123","U4550","sealice_cal","frozen -80","SLC4950","BLC3",1,"BLC3-1",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",9.3,"92",96,"JE258",2016-06-03,"J07","JS","S","South Mouth","JN358",16:22:00,50.459012,-126.1695,2,1,0,1,0,0,0,0,0,0,0,0
"124","U4481","sealice_cal","frozen -80","SLC4881","BLC3",2,"BLC3-2",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",9.7,"97",102,"JE258",2016-06-03,"J07","JS","S","South Mouth","JN358",16:22:00,50.459012,-126.1695,1,0,1,0,0,0,0,0,0,0,0,0
"125","U4385","sealice_cal","frozen -80","SLC4785","BLC3",3,"BLC3-3",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-04,"SO",7.8,"92",NA,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,1,0,0,1,0,0,0,0,0,0,0,0
"126","U4388","sealice_cal","frozen -80","SLC4788","BLC3",4,"BLC3-4","Not complete specimens to ID","collected","N",NA,NA,"UBC EOAS",NA,2017-10-05,"SO",9.4,"96",NA,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,3,0,0,0,0,0,0,0,0,0,3,0
"127","U4486","sealice_cal","frozen -80","SLC4886","BLC3",5,"BLC3-5",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-05,"SO",7.1,"83",88,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,1,0,1,0,0,0,0,0,0,0,0,0
"128","U4488","sealice_cal","frozen -80","SLC4888","BLC3",6,"BLC3-6",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-05,"SO",7.2,"84",89,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,1,1,0,0,0,0,0,0,0,0,0,0
"129","U4610","sealice_cal","frozen -80","SLC5010","BLC3",7,"BLC3-7",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-05,"SO",9.9,"98",103,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,1,0,0,0,0,0,0,0,0,0,1,0
"130","U4611","sealice_cal","frozen -80","SLC5011","BLC3",8,"BLC3-8",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-05,"SO",8,"88",93,"DE288",2016-05-27,"D22","DI","E","McMullen Point","DN388",07:00:00,50.243773,-125.397476,1,1,0,0,0,0,0,0,0,0,0,0
"131","U4525","sealice_cal","frozen -80","SLC4925","BLC3",9,"BLC3-9",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",7.3,"88",NA,"DE308",2016-06-09,"D07","DI","C","Hoskyn Channel","DN408",10:30:00,50.190683,-125.143138,2,1,0,0,0,0,0,1,0,0,0,0
"132","U4617","sealice_cal","frozen -80","SLC5017","BLC3",11,"BLC3-11",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",10.7,"100",105,"DE277",2016-05-23,"D09","DI","C","Okisollo Channel","DN377",06:30:00,50.30908,-125.325703,1,1,0,0,0,0,0,0,0,0,0,0
"133","U4619","sealice_cal","frozen -80","SLC5019","BLC3",12,"BLC3-12",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",6.5,"84",89,"DE277",2016-05-23,"D09","DI","C","Okisollo Channel","DN377",06:30:00,50.30908,-125.325703,2,1,0,0,0,0,0,0,0,0,1,0
"134","U4532","sealice_cal","frozen -80","SLC4932","BLC3",13,"BLC3-13",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",9.7,"95",NA,"JE252",2016-06-01,"J02","JS","N","Swanson Island","JN352",10:22:00,50.60125,-126.704457,1,0,1,0,0,0,0,0,0,0,0,0
"135","U4534","sealice_cal","frozen -80","SLC4934","BLC3",14,"BLC3-14",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",12.4,"105",111,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,1,0,0,0,0,0,0,0,0,0,1,0
"136","U4623","sealice_cal","frozen -80","SLC5023","BLC3",15,"BLC3-15",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",8.9,"95",100,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,1,0,0,0,1,0,0,0,0,0,0,0
"137","U4535","sealice_cal","frozen -80","SLC4935","BLC3",16,"BLC3-16",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",7.7,"92",NA,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,2,1,1,0,0,0,0,0,0,0,0,0
"138","U4624","sealice_cal","frozen -80","SLC5024","BLC3",17,"BLC3-17",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-10,"SO",8.6,"89",NA,"JE261",2016-06-04,"J03","JS","N","Cracroft Point","JN361",13:44:00,50.543029,-126.632233,3,1,1,1,0,0,0,0,0,0,0,0
"139","U4626","sealice_cal","frozen -80","SLC5026","BLC3",18,"BLC3-18",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.1,"85",89,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,2,2,0,0,0,0,0,0,0,0,0,0
"140","U4562","sealice_cal","frozen -80","SLC4962","BLC3",19,"BLC3-19",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",8.3,"91",96,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,0,1,0,0,0,0,0,0,0,0,0
"141","U4657","sealice_cal","frozen -80","SLC5057","BLC3",21,"BLC3-21",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.7,"92",98,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,1,0,0,0,0,0,0,0,0,0,0
"142","U4627","sealice_cal","frozen -80","SLC5027","BLC3",22,"BLC3-22",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.7,"91",NA,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,0,0,0,0,0,0,0,0,0,1,0
"143","U4563","sealice_cal","frozen -80","SLC4963","BLC3",23,"BLC3-23",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",6.7,"80",84,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,0,1,0,0,0,0,0,0,0,0,0
"144","U4628","sealice_cal","frozen -80","SLC5028","BLC3",25,"BLC3-25",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.7,"91",96,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,2,0,1,0,0,0,0,0,0,0,1,0
"145","U4636","sealice_cal","frozen -80","SLC5036","BLC3",26,"BLC3-26",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",9.2,"93",98,"DE292",2016-06-01,"D09","DI","C","Okisollo Channel","DN392",07:47:00,50.308769,-125.326765,1,1,0,0,0,0,0,0,0,0,0,0
"146","U4638","sealice_cal","frozen -80","SLC5038","BLC3",27,"BLC3-27",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",8.4,"94",99,"DE294",2016-06-01,"D22","DI","E","McMullen Point","DN394",14:35:00,50.24565,-125.396035,2,0,0,1,0,0,0,0,0,0,1,0
"147","U4681","sealice_cal","frozen -80","SLC5081","BLC3",28,"BLC3-28",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.4,"89",94,"DE276",2016-05-19,"D07","DI","C","Hoskyn Channel","DN376",14:10:00,50.191099,-125.138578,1,0,0,1,0,0,0,0,0,0,0,0
"148","U4666","sealice_cal","frozen -80","SLC5066","BLC3",29,"BLC3-29",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",5,"77",82,"DE276",2016-05-19,"D07","DI","C","Hoskyn Channel","DN376",14:10:00,50.191099,-125.138578,1,0,1,0,0,0,0,0,0,0,0,0
"149","U4667","sealice_cal","frozen -80","SLC5067","BLC3",31,"BLC3-31",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",5.8,"85",NA,"DE276",2016-05-19,"D07","DI","C","Hoskyn Channel","DN376",14:10:00,50.191099,-125.138578,1,0,1,0,0,0,0,0,0,0,0,0
"150","U4670","sealice_cal","frozen -80","SLC5070","BLC3",32,"BLC3-32",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",5.7,"86",NA,"DE276",2016-05-19,"D07","DI","C","Hoskyn Channel","DN376",14:10:00,50.191099,-125.138578,1,0,0,0,0,0,0,0,0,0,1,0
"151","U4671","sealice_cal","frozen -80","SLC5071","BLC3",33,"BLC3-33",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-11,"SO",7.6,"92",97,"DE301",2016-06-07,"D09","DI","C","Okisollo Channel","DN401",08:25:00,50.30436,-125.332956,2,2,0,0,0,0,0,0,0,0,0,0
"152","U4571","sealice_cal","frozen -80","SLC4971","BLC3",34,"BLC3-34",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-12,"SO",11.4,"99",104,"DE301",2016-06-07,"D09","DI","C","Okisollo Channel","DN401",08:25:00,50.30436,-125.332956,1,1,0,0,0,0,0,0,0,0,0,0
"153","U4574","sealice_cal","frozen -80","SLC4974","BLC3",35,"BLC3-35",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-12,"SO",7.9,"90",95,"DE301",2016-06-07,"D09","DI","C","Okisollo Channel","DN401",08:25:00,50.30436,-125.332956,1,0,0,1,0,0,0,0,0,0,0,0
"154","U4640","sealice_cal","frozen -80","SLC5040","BLC3",36,"BLC3-36",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-12,"SO",8.1,"90",95,"DE327",2016-06-16,"D07","DI","C","Hoskyn Channel","DN427",11:23:00,50.191383,-125.143884,2,1,0,1,0,0,0,0,0,0,0,0
"155","U4576","sealice_cal","frozen -80","SLC4976","BLC3",37,"BLC3-37",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-12,"SO",9.4,"95",100,"DE327",2016-06-16,"D07","DI","C","Hoskyn Channel","DN427",11:23:00,50.191383,-125.143884,1,0,0,0,1,0,0,0,0,0,0,0
"156","U4582","sealice_cal","frozen -80","SLC4982","BLC3",38,"BLC3-38",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-13,"SO",12.1,"105",NA,"JE237",2016-05-22,"J09","JS","S","Blinkhorn Peninsula","JN337",05:06:00,50.543296,-126.816816,1,1,0,0,0,0,0,0,0,0,0,0
"157","U4583","sealice_cal","frozen -80","SLC4983","BLC3",39,"BLC3-39","used a used petri dish with bleach/water/ethanol for sea lice","collected","N",NA,NA,"UBC EOAS",NA,2017-10-13,"SO",19.7,"129",NA,"JE237",2016-05-22,"J09","JS","S","Blinkhorn Peninsula","JN337",05:06:00,50.543296,-126.816816,1,0,1,0,0,0,0,0,0,0,0,0
"158","U4650","sealice_cal","frozen -80","SLC5050","BLC3",41,"BLC3-41",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-13,"SO",8.1,"92",NA,"JE237",2016-05-22,"J09","JS","S","Blinkhorn Peninsula","JN337",05:06:00,50.543296,-126.816816,1,0,0,1,0,0,0,0,0,0,0,0
"159","U4777","sealice_cal","frozen -80","SLC5227","BLC3",42,"BLC3-42",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-20,"SO",8.7,"96",102,"DE112",2015-05-20,"D09","DI","C","Okisollo Channel","DN212",08:00:00,50.30787,-125.3293,1,0,1,0,0,0,0,0,0,0,0,0
"160","U4781","sealice_cal","frozen -80","SLC5231","BLC3",43,"BLC3-43",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-20,"SO",9.5,"98",NA,"DE112",2015-05-20,"D09","DI","C","Okisollo Channel","DN212",08:00:00,50.30787,-125.3293,2,0,1,0,0,0,0,0,0,0,1,0
"161","U4783","sealice_cal","frozen -80","SLC5233","BLC3",44,"BLC3-44",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-20,"SO",19.7,"123",NA,"JE199",2015-06-23,"J03","JS","N","Cracroft Point","JN299",06:20:00,50.54774,-126.67774,1,0,0,0,1,0,0,0,0,0,0,0
"162","U4743","sealice_cal","frozen -80","SLC5193","BLC3",48,"BLC3-48",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-25,"SO",11.7,"104",109,"DE112",2015-05-20,"D09","DI","C","Okisollo Channel","DN212",08:00:00,50.30787,-125.3293,1,1,0,0,0,0,0,0,0,0,0,0
"163","U4747","sealice_cal","frozen -80","SLC5197","BLC3",49,"BLC3-49",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-25,"SO",16.4,"116",122,"JE161",2015-06-08,"J03","JS","N","Cracroft Point","JN261",10:20:00,50.54418,-126.63202,2,0,0,0,2,0,0,0,0,0,0,0
"164","U4789","sealice_cal","frozen -80","SLC5239","BLC3",61,"BLC3-61",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",12.3,"104",111,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,1,1,0,0,0,0,0,0,0,0,0,0
"165","U4790","sealice_cal","frozen -80","SLC5240","BLC3",62,"BLC3-62",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",18.3,"119",125,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,1,0,0,0,1,0,0,0,0,0,0,0
"166","U4792","sealice_cal","frozen -80","SLC5242","BLC3",63,"BLC3-63",NA,"collected","N",NA,NA,"UBC EOAS",NA,2017-10-23,"SO",16.7,"118",123,"DE183",2015-06-14,"D09","DI","C","Okisollo Channel","DN283",07:30:00,50.30767,-125.33023,2,0,0,0,2,0,0,0,0,0,0,0
