sample_id,stock_1,region_1,prob_1,stock_2,region_2,prob_2,stock_3,region_3,prob_3,stock_4,region_4,prob_4,stock_5,region_5,prob_5
DS00496,L_Adams,4,0.61,Little,4,0.39,Portage_Cr,4,0,L_Shuswap,4,0,MiddleShuswap,4,0
DS00495,Scotch,2,0.59,L_Adams,4,0.33,Little,4,0.08,Chilko,3,0,NA,NA,NA
JS00130,Stellako,3,1,Pinchi_Cr,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00128,Chilko,3,0.84,Raft,2,0.15,Fennell,2,0.01,Blue_Lead_Ck,3,0,Horsefly,3,0
JS00127,Nadina,2,1,Stellako,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00923,L_Shuswap,4,0.63,MiddleShuswap,4,0.37,L_Adams,4,0,Chilko,3,0,Seymour,2,0
JS00929,Quesnel_Horsef,3,0.46,MiddleShuswap,4,0.17,L_Adams,4,0.17,L_Shuswap,4,0.12,McKinley,3,0.06
JS00930,Mitchell,3,0.8,Quesnel_Horsef,3,0.14,McKinley,3,0.02,Blue_Lead_Ck,3,0.01,M_Horsefly,3,0.01
DS00963,Chilko,3,0.73,Chilko-North,3,0.1,MiddleShuswap,4,0.08,L_Shuswap,4,0.04,Eagle_L,4,0.03
DS01110,MiddleShuswap,4,0.97,L_Adams,4,0.01,Little,4,0.01,Quesnel_Horsef,3,0,U_Horsefly,3,0
DS01108,Chilko,3,0.57,Tachie,3,0.18,Little,4,0.11,Birkenhead,3,0.04,Chilko_south,2,0.02
DS01102,Quesnel_Mitche,3,0.99,Mitchell,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01103,MiddleShuswap,4,0.99,L_Adams,4,0.01,Chilko,3,0,NA,NA,NA,NA,NA,NA
DS01106,MiddleShuswap,4,0.96,Little,4,0.02,L_Adams,4,0.02,Seymour,2,0,NA,NA,NA
SDN21,Chilko_south,2,0.32,Kuzkwa_Cr,3,0.24,Chilko,3,0.21,Pinchi_Cr,3,0.1,Tachie,3,0.04
JS01178,MiddleShuswap,4,0.71,L_Adams,4,0.28,Horsefly,3,0,Chilko,3,0,NA,NA,NA
JS00921,Chilko,3,0.86,Chilko-North,3,0.08,L_Adams,4,0.03,Quesnel_Horsef,3,0.01,Kynock,1,0.01
JS00927,Seymour,2,0.45,Scotch,2,0.36,L_Adams,4,0.12,L_Shuswap,4,0.05,MiddleShuswap,4,0.02
DS00961,Chilko,3,0.79,L_Shuswap,4,0.06,Chilko-North,3,0.06,MiddleShuswap,4,0.05,Quesnel_Decept,3,0.02
DS00962,MiddleShuswap,4,0.64,Eagle_L,4,0.36,L_Shuswap,4,0,NA,NA,NA,NA,NA,NA
DS00967,Sinta,1,0.69,Bivouac,1,0.09,Middle,3,0.09,Kynock,1,0.05,Stellako,3,0.02
DS00968,L_Shuswap,4,0.7,Eagle_L,4,0.12,Quesnel_Decept,3,0.09,MiddleShuswap,4,0.07,Scotch,2,0.01
DS00964,Chilko,3,0.76,Chilko-North,3,0.1,Sinta,1,0.08,Bivouac,1,0.01,Kynock,1,0.01
DS00965,MiddleShuswap,4,0.52,Eagle_L,4,0.41,L_Shuswap,4,0.05,Seymour,2,0.01,Quesnel_Decept,3,0.01
DS00966,MiddleShuswap,4,0.79,L_Shuswap,4,0.14,Eagle_L,4,0.07,Little,4,0,Seymour,2,0
SDN156,Porter_Cr,1,0.6,Portage_Cr,4,0.13,Little,4,0.09,Eagle_L,4,0.04,Narrows,1,0.02
DS00969,MiddleShuswap,4,0.7,L_Shuswap,4,0.28,Eagle_L,4,0.02,Dust,1,0,Quesnel_Decept,3,0
DS00970,MiddleShuswap,4,0.79,L_Shuswap,4,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01109,MiddleShuswap,4,0.95,L_Adams,4,0.04,Little,4,0.01,Fennell,2,0.01,Chilko,3,0
DS01107,MiddleShuswap,4,0.75,L_Adams,4,0.18,Chilko,3,0.05,Little,4,0,Portage_Cr,4,0
DS01101,Tachie,3,0.41,Little,4,0.23,Chilko,3,0.19,L_Adams,4,0.14,Quesnel_Decept,3,0.02
DS01104,L_Adams,4,0.39,MiddleShuswap,4,0.33,Little,4,0.25,Scotch,2,0.01,Seymour,2,0.01
DS01105,Chilko,3,0.91,Quesnel_Mitche,3,0.08,Tachie,3,0.01,L_Adams,4,0,Pinchi_Cr,3,0
JS01179,MiddleShuswap,4,0.96,L_Adams,4,0.02,Scotch,2,0.01,L_Shuswap,4,0,Seymour,2,0
JS01172,Horsefly,3,1,Wasko_Cr,3,0,M_Horsefly,3,0,NA,NA,NA,NA,NA,NA
JS01174,MiddleShuswap,4,1,L_Adams,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01213,Nimpkish,7,1,Woss_Lake,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01211,Scotch,2,0.62,Seymour,2,0.28,L_Adams,4,0.08,Eagle,2,0.03,NA,NA,NA
JS01218,Nimpkish,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01212,Nimpkish,7,1,Woss_Lake,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01214,Quesnel_Mitche,3,0.59,Mitchell,3,0.3,Wasko_Cr,3,0.11,NA,NA,NA,NA,NA,NA
JS01215,Chilko,3,0.63,L_Adams,4,0.35,MiddleShuswap,4,0.01,Horsefly,3,0.01,Wasko_Cr,3,0
JS01216,Horsefly,3,0.78,L_Adams,4,0.22,Roaring,3,0,Eagle_L,4,0,NA,NA,NA
JS01219,L_Adams,4,0.53,Horsefly,3,0.27,MiddleShuswap,4,0.09,Chilko,3,0.03,Seymour,2,0.02
JS01217,MiddleShuswap,4,0.95,L_Adams,4,0.05,Chilko,3,0,Horsefly,3,0,NA,NA,NA
JS01220,L_Adams,4,0.93,Thompson_N,2,0.03,Horsefly,3,0.02,MiddleShuswap,4,0.02,Wasko_Cr,3,0
JS00935,MiddleShuswap,4,0.34,Seymour,2,0.3,L_Adams,4,0.17,Scotch,2,0.1,L_Shuswap,4,0.06
JS00931,MiddleShuswap,4,0.37,L_Adams,4,0.22,L_Shuswap,4,0.21,Scotch,2,0.18,Seymour,2,0.02
JS00937,L_Shuswap,4,0.47,MiddleShuswap,4,0.38,L_Adams,4,0.15,Seymour,2,0,NA,NA,NA
JS00939,Scotch,2,0.54,Seymour,2,0.42,L_Adams,4,0.03,Eagle,2,0.01,Quesnel_Horsef,3,0
JS00932,L_Shuswap,4,0.51,MiddleShuswap,4,0.47,L_Adams,4,0.02,Seymour,2,0,NA,NA,NA
DS01245,Little,4,0.65,L_Adams,4,0.28,L_Shuswap,4,0.06,Scotch,2,0.01,Eagle_L,4,0
DS01248,L_Adams,4,0.47,Little,4,0.45,L_Shuswap,4,0.07,Scotch,2,0.01,Eagle_L,4,0
DS01247,L_Shuswap,4,0.83,L_Adams,4,0.1,Little,4,0.07,MiddleShuswap,4,0,NA,NA,NA
DS01244,L_Shuswap,4,0.95,Little,4,0.04,Scotch,2,0,L_Adams,4,0,Eagle_L,4,0
DS01242,L_Shuswap,4,0.28,Little,4,0.23,L_Adams,4,0.18,Quesnel_Horsef,3,0.08,Chilko-North,3,0.07
JS01173,Horsefly,3,0.58,MiddleShuswap,4,0.26,L_Adams,4,0.16,Chilko,3,0,Eagle_L,4,0
JS01175,L_Adams,4,0.54,MiddleShuswap,4,0.45,Seymour,2,0.01,Scotch,2,0,Eagle_L,4,0
JS01176,MiddleShuswap,4,0.67,L_Adams,4,0.29,Scotch,2,0.03,Seymour,2,0.02,Eagle_L,4,0
JS01177,MiddleShuswap,4,0.9,L_Adams,4,0.1,Scotch,2,0,Seymour,2,0,NA,NA,NA
JS01171,Hudson_Bay,1,0.21,Rossette,1,0.16,Gluskie,1,0.14,Blackwater,1,0.1,Sandpoint,1,0.08
JS00936,Chilko-North,3,0.51,Chilko,3,0.49,Chilko_south,2,0,L_Adams,4,0,NA,NA,NA
JS00940,Mitchell,3,1,Blue_Lead_Ck,3,0,Quesnel_Decept,3,0,NA,NA,NA,NA,NA,NA
JS00933,L_Adams,4,0.59,MiddleShuswap,4,0.33,L_Shuswap,4,0.06,Portage_Cr,4,0.02,Little,4,0
JS00938,Chilko,3,0.96,Chilko-North,3,0.04,Chilko_south,2,0,L_Adams,4,0,NA,NA,NA
JS00934,L_Adams,4,0.96,MiddleShuswap,4,0.03,L_Shuswap,4,0.01,Portage_Cr,4,0,Quesnel_Horsef,3,0
JS00670,L_Adams,4,0.34,Chilko,3,0.31,Seymour,2,0.17,L_Shuswap,4,0.08,Quesnel_Horsef,3,0.06
JS00663,Chilko,3,0.97,Chilko-North,3,0.03,Chilko_south,2,0,L_Adams,4,0,NA,NA,NA
JS00662,Quesnel_Horsef,3,0.82,Horsefly,3,0.08,M_Horsefly,3,0.08,Chilko,3,0.02,U_Horsefly,3,0.01
JS00664,Mitchell,3,1,Quesnel_Mitche,3,0,Roaring,3,0,NA,NA,NA,NA,NA,NA
JS00665,L_Adams,4,0.57,L_Shuswap,4,0.35,Seymour,2,0.05,MiddleShuswap,4,0.02,Quesnel_Horsef,3,0.01
JS00661,L_Adams,4,0.52,L_Shuswap,4,0.26,Quesnel_Horsef,3,0.1,Horsefly,3,0.08,M_Horsefly,3,0.02
JS00666,Quesnel_Horsef,3,0.85,M_Horsefly,3,0.09,Horsefly,3,0.06,Quesnel_Decept,3,0,L_Adams,4,0
JS00669,Seymour,2,0.61,L_Adams,4,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00667,Chilko,3,0.54,L_Adams,4,0.35,Chilko_south,2,0.09,L_Shuswap,4,0.01,Chilko-North,3,0.01
JS00668,Quesnel_Horsef,3,0.81,M_Horsefly,3,0.13,Horsefly,3,0.06,Chilko,3,0.01,U_Horsefly,3,0
DS01413,L_Shuswap,4,1,MiddleShuswap,4,0,Eagle_L,4,0,NA,NA,NA,NA,NA,NA
DS01411,L_Shuswap,4,0.99,Little,4,0.01,MiddleShuswap,4,0.01,NA,NA,NA,NA,NA,NA
DS01414,L_Shuswap,4,0.84,U_Adams,2,0.13,Eagle_L,4,0.02,MiddleShuswap,4,0.01,NA,NA,NA
DS01415,L_Shuswap,4,0.91,MiddleShuswap,4,0.09,Portage_Cr,4,0,Little,4,0,NA,NA,NA
JS00346,Quesnel_Horsef,3,0.57,Chilko,3,0.15,U_Horsefly,3,0.11,Horsefly,3,0.06,Roaring,3,0.03
JS00347,L_Shuswap,4,0.99,Little,4,0.01,L_Adams,4,0,MiddleShuswap,4,0,Eagle_L,4,0
JS00348,Chilko,3,0.91,Quesnel_Horsef,3,0.07,U_Horsefly,3,0.01,Horsefly,3,0,Chilko-North,3,0
JS00350,Chilko,3,0.99,Little,4,0,Kynock,1,0,Chilko-North,3,0,L_Adams,4,0
DS01246,L_Shuswap,4,0.99,Little,4,0.01,MiddleShuswap,4,0,Eagle_L,4,0,NA,NA,NA
DS01249,Chilko-North,3,0.81,Chilko,3,0.12,Quesnel_Horsef,3,0.06,McKinley,3,0.01,M_Horsefly,3,0
DS01243,Scotch,2,0.98,Seymour,2,0.02,Eagle,2,0,NA,NA,NA,NA,NA,NA
DS01241,Quesnel_Horsef,3,0.59,Quesnel_Mitche,3,0.16,Quesnel_Decept,3,0.09,McKinley,3,0.07,Mitchell,3,0.05
DS01250,L_Shuswap,4,0.66,Little,4,0.18,Chilko-North,3,0.15,L_Adams,4,0,MiddleShuswap,4,0
DS01412,L_Shuswap,4,0.89,MiddleShuswap,4,0.08,Quesnel_Mitche,3,0.01,Blue_Lead_Ck,3,0.01,Eagle_L,4,0
JS00341,Driftwood,1,0.35,Kynock,1,0.22,Sandpoint,1,0.19,Blackwater,1,0.07,Gluskie,1,0.05
JS00349,Quesnel_Horsef,3,0.83,U_Horsefly,3,0.12,Horsefly,3,0.03,McKinley,3,0.02,L_Horsefly,3,0
JS00343,Quesnel_Horsef,3,0.65,U_Horsefly,3,0.1,Chilko,3,0.08,L_Shuswap,4,0.04,Little,4,0.03
JS00344,Chilko,3,0.8,Little,4,0.11,Roaring,3,0.04,L_Adams,4,0.03,Portage_Cr,4,0
DS01272,MiddleShuswap,4,0.67,L_Shuswap,4,0.25,Eagle_L,4,0.05,Chilko,3,0.02,Dust,1,0
DS01280,Chilko,3,0.6,MiddleShuswap,4,0.08,Mitchell,3,0.07,Quesnel_Mitche,3,0.05,Chilko-North,3,0.05
DS00823,L_Shuswap,4,0.99,MiddleShuswap,4,0.01,L_Adams,4,0,NA,NA,NA,NA,NA,NA
DS00822,Chilko-North,3,0.33,Little,4,0.26,L_Shuswap,4,0.2,L_Adams,4,0.14,Chilko,3,0.07
DS00821,L_Shuswap,4,0.87,L_Adams,4,0.09,Little,4,0.02,MiddleShuswap,4,0.01,Chilko-North,3,0
DS00825,L_Adams,4,0.37,L_Shuswap,4,0.28,Eagle_L,4,0.18,Little,4,0.11,Scotch,2,0.03
DS00828,L_Shuswap,4,0.98,L_Adams,4,0.01,Eagle_L,4,0,Little,4,0,Scotch,2,0
JS00681,L_Shuswap,4,0.64,L_Adams,4,0.35,MiddleShuswap,4,0.01,NA,NA,NA,NA,NA,NA
JS00686,Quesnel_Horsef,3,0.81,L_Adams,4,0.09,M_Horsefly,3,0.06,Horsefly,3,0.03,L_Shuswap,4,0
JS00682,Chilko,3,0.81,Kynock,1,0.04,Chilko-North,3,0.03,Quesnel_Horsef,3,0.02,Horsefly,3,0.02
JS00685,Chilko,3,0.87,Chilko-North,3,0.07,L_Adams,4,0.02,Kynock,1,0.01,Chilko_south,2,0.01
JS00688,Quesnel_Horsef,3,0.59,M_Horsefly,3,0.21,Horsefly,3,0.17,Quesnel_Decept,3,0.01,L_Adams,4,0.01
DS00827,Quesnel_Horsef,3,0.76,McKinley,3,0.12,U_Horsefly,3,0.04,L_Adams,4,0.03,M_Horsefly,3,0.02
DS00830,L_Adams,4,0.46,Quesnel_Horsef,3,0.32,Chilko-North,3,0.1,Eagle_L,4,0.04,M_Horsefly,3,0.03
DS00826,L_Shuswap,4,0.98,Scotch,2,0.01,L_Adams,4,0,Eagle_L,4,0,MiddleShuswap,4,0
DS00829,L_Shuswap,4,0.98,L_Adams,4,0.01,MiddleShuswap,4,0.01,Little,4,0,Eagle_L,4,0
JS00687,L_Adams,4,0.7,L_Shuswap,4,0.29,MiddleShuswap,4,0,NA,NA,NA,NA,NA,NA
JS00689,Chilko,3,1,Chilko-North,3,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00684,Quesnel_Horsef,3,0.95,M_Horsefly,3,0.03,Horsefly,3,0.02,L_Adams,4,0,NA,NA,NA
DS00787,L_Shuswap,4,0.26,Chilko-North,3,0.26,L_Adams,4,0.22,Little,4,0.15,M_Horsefly,3,0.03
DS00788,Little,4,0.51,L_Adams,4,0.31,L_Shuswap,4,0.11,Scotch,2,0.07,Quesnel_Horsef,3,0
JS00690,Quesnel_Horsef,3,0.32,L_Adams,4,0.31,Chilko,3,0.16,Horsefly,3,0.09,M_Horsefly,3,0.08
JS00683,Quesnel_Horsef,3,0.55,Mitchell,3,0.32,M_Horsefly,3,0.07,L_Shuswap,4,0.02,Seymour,2,0.01
DS00789,L_Shuswap,4,0.41,Little,4,0.37,L_Adams,4,0.22,Eagle_L,4,0.01,MiddleShuswap,4,0
DS00790,L_Shuswap,4,1,Eagle_L,4,0,Little,4,0,MiddleShuswap,4,0,L_Adams,4,0
DS00785,Chilko-North,3,0.83,Chilko,3,0.1,L_Adams,4,0.06,Little,4,0.01,Seymour,2,0
JS01540,Woss_Lake,7,0.96,Nimpkish,7,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01534,Nimpkish,7,0.97,Woss_Lake,7,0.03,Vernon,7,0.01,NA,NA,NA,NA,NA,NA
JS01535,Woss_Lake,7,0.78,Nimpkish,7,0.22,Vernon,7,0,NA,NA,NA,NA,NA,NA
JS01533,Woss_Lake,7,0.56,Nimpkish,7,0.44,Vernon,7,0,NA,NA,NA,NA,NA,NA
JS01531,Woss_Lake,7,0.5,Nimpkish,7,0.48,Vernon,7,0.02,NA,NA,NA,NA,NA,NA
DS00786,L_Shuswap,4,0.99,L_Adams,4,0.01,Eagle_L,4,0,Little,4,0,NA,NA,NA
JS01532,Nimpkish,7,0.64,Woss_Lake,7,0.33,Vernon,7,0.03,NA,NA,NA,NA,NA,NA
JS01539,Woss_Lake,7,0.99,Nimpkish,7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01538,Nimpkish,7,0.95,Woss_Lake,7,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS01537,Nimpkish,7,0.82,Woss_Lake,7,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01061,Chilko,3,0.94,Tachie,3,0.05,Chilko_south,2,0,L_Adams,4,0,Kuzkwa_Cr,3,0
DS01063,MiddleShuswap,4,1,Little,4,0,L_Adams,4,0,NA,NA,NA,NA,NA,NA
JS01382,Horsefly,3,0.59,Chilko,3,0.26,Quesnel_Horsef,3,0.11,Chilko-North,3,0.02,MiddleShuswap,4,0.01
JS01384,L_Shuswap,4,0.72,MiddleShuswap,4,0.2,Eagle_L,4,0.04,Little,4,0.03,Seymour,2,0.01
DS01418,L_Shuswap,4,0.8,U_Adams,2,0.15,Chilko,3,0.02,MiddleShuswap,4,0.01,Scotch,2,0.01
JS01536,Nimpkish,7,0.99,Woss_Lake,7,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01064,MiddleShuswap,4,0.77,L_Adams,4,0.18,Little,4,0.04,Chilko,3,0.01,Middle,3,0
DS01062,MiddleShuswap,4,0.97,L_Adams,4,0.02,Little,4,0.01,L_Shuswap,4,0,NA,NA,NA
JS01383,Little,4,0.8,L_Shuswap,4,0.1,MiddleShuswap,4,0.08,Portage_Cr,4,0.01,L_Adams,4,0.01
JS01381,L_Shuswap,4,0.89,MiddleShuswap,4,0.06,Little,4,0.04,Horsefly,3,0,Seymour,2,0
DS01416,L_Shuswap,4,0.97,MiddleShuswap,4,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01059,MiddleShuswap,4,0.91,Little,4,0.05,L_Adams,4,0.04,Bowron,2,0,Portage_Cr,4,0
DS01054,MiddleShuswap,4,0.72,Quesnel_Horsef,3,0.11,L_Adams,4,0.07,Chilko,3,0.03,Horsefly,3,0.03
DS01057,MiddleShuswap,4,0.85,Chilko,3,0.1,Horsefly,3,0.03,L_Adams,4,0.02,Quesnel_Horsef,3,0.01
DS01055,MiddleShuswap,4,0.76,L_Adams,4,0.11,Little,4,0.1,Chilko,3,0.01,Fennell,2,0.01
DS01417,L_Shuswap,4,1,Chilko,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS01060,MiddleShuswap,4,0.89,Little,4,0.05,L_Adams,4,0.04,Quesnel_Horsef,3,0.01,Horsefly,3,0.01
DS01053,MiddleShuswap,4,0.79,L_Adams,4,0.2,Little,4,0.01,NA,NA,NA,NA,NA,NA
JS00188,Stellako,3,1,Kuzkwa_Cr,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
JS00193,Seymour,2,0.92,Little,4,0.07,Scotch,2,0.01,Horsefly,3,0.01,U_Horsefly,3,0
JS00189,Chilko,3,1,Horsefly,3,0,Stellako,3,0,NA,NA,NA,NA,NA,NA
JS00126,Seymour,2,0.99,U_Horsefly,3,0.01,Little,4,0,L_Shuswap,4,0,Eagle_L,4,0
DS00500,Chilko,3,0.98,L_Adams,4,0.02,Horsefly,3,0,Little,4,0,L_Shuswap,4,0
JS00194,L_Shuswap,4,0.99,MiddleShuswap,4,0.01,Dust,1,0,Little,4,0,Seymour,2,0
JS00181,Stellako,3,0.97,Forfar,1,0.01,Nadina,2,0.01,Little,4,0,Paula,1,0
JS00190,Horsefly,3,0.61,U_Horsefly,3,0.37,M_Horsefly,3,0.02,Paula,1,0,NA,NA,NA
JS00185,Horsefly,3,0.36,Chilko,3,0.34,Stellako,3,0.18,U_Horsefly,3,0.07,Nadina,2,0.02
JS00183,Horsefly,3,0.58,U_Horsefly,3,0.37,L_Shuswap,4,0.02,M_Horsefly,3,0.02,Stellako,3,0.01
JS00134,Chilko,3,0.99,L_Shuswap,4,0.01,L_Adams,4,0,NA,NA,NA,NA,NA,NA
JS00129,Nadina,2,0.55,Paula,1,0.24,Forfar,1,0.09,Porter_Cr,1,0.04,Hudson_Bay,1,0.04
JS00125,Nadina,2,0.9,Stellako,3,0.08,U_Horsefly,3,0,Paula,1,0,Forfar,1,0
DS00613,Horsefly,3,0.48,Chilko,3,0.46,Little,4,0.04,L_Adams,4,0.03,Chilko_south,2,0
DS00614,Scotch,2,1,L_Adams,4,0,L_Shuswap,4,0,MiddleShuswap,4,0,Portage_Cr,4,0
DS00618,Little,4,0.89,L_Adams,4,0.08,Chilko,3,0.02,Hudson_Bay,1,0.01,Stellako,3,0
JS00121,Little,4,0.57,L_Shuswap,4,0.22,Seymour,2,0.18,Horsefly,3,0.02,Stellako,3,0.01
JS00464,L_Adams,4,0.44,Seymour,2,0.41,Chilko,3,0.13,Chilko-North,3,0.02,L_Shuswap,4,0.01
JS00463,L_Shuswap,4,0.86,L_Adams,4,0.14,Seymour,2,0,MiddleShuswap,4,0,NA,NA,NA
JS00469,L_Adams,4,0.35,Quesnel_Horsef,3,0.3,L_Shuswap,4,0.19,Seymour,2,0.09,M_Horsefly,3,0.02
JS00468,Quesnel_Horsef,3,0.95,Horsefly,3,0.03,M_Horsefly,3,0.01,L_Adams,4,0,U_Horsefly,3,0
JS00467,Quesnel_Horsef,3,0.94,Horsefly,3,0.05,M_Horsefly,3,0.01,U_Horsefly,3,0,Quesnel_Decept,3,0
JS00461,L_Adams,4,0.96,Seymour,2,0.02,L_Shuswap,4,0.01,Chilko,3,0.01,MiddleShuswap,4,0
JS00465,Mitchell,3,1,Roaring,3,0,Quesnel_Horsef,3,0,Quesnel_Decept,3,0,NA,NA,NA
JS00466,L_Adams,4,0.91,L_Shuswap,4,0.07,Seymour,2,0.02,MiddleShuswap,4,0,Eagle_L,4,0
JS00462,L_Adams,4,0.97,L_Shuswap,4,0.01,Chilko_south,2,0.01,M_Horsefly,3,0,Chilko,3,0
DS00757,L_Shuswap,4,1,MiddleShuswap,4,0,L_Adams,4,0,Little,4,0,NA,NA,NA
DS00759,L_Adams,4,0.38,L_Shuswap,4,0.3,Little,4,0.25,Portage_Cr,4,0.04,Scotch,2,0.03
DS00751,L_Shuswap,4,0.89,L_Adams,4,0.09,Little,4,0.02,Horsefly,3,0,NA,NA,NA
DS00753,L_Shuswap,4,0.44,L_Adams,4,0.32,Little,4,0.1,Horsefly,3,0.09,MiddleShuswap,4,0.02
DS00758,L_Adams,4,0.77,L_Shuswap,4,0.09,Little,4,0.07,Scotch,2,0.06,Chilko,3,0
DS00752,Scotch,2,1,Eagle,2,0,Seymour,2,0,NA,NA,NA,NA,NA,NA
DS00756,L_Adams,4,0.66,Little,4,0.15,L_Shuswap,4,0.15,Portage_Cr,4,0.02,Scotch,2,0.01
DS00755,L_Adams,4,0.72,Little,4,0.08,Chilko,3,0.08,Wasko_Cr,3,0.06,Portage_Cr,4,0.02
DS00619,L_Adams,4,0.64,Little,4,0.23,Scotch,2,0.05,L_Shuswap,4,0.05,Portage_Cr,4,0.02
DS00617,Scotch,2,0.82,L_Adams,4,0.12,L_Shuswap,4,0.05,Little,4,0.01,Portage_Cr,4,0.01
DS00176,Nadina,2,0.94,Chilko,3,0.03,Tachie,3,0.02,Stellako,3,0.01,Kuzkwa_Cr,3,0
DS00170,Nadina,2,0.62,Tachie,3,0.38,Stellako,3,0,Chilko,3,0,Kuzkwa_Cr,3,0
DS00169,Chilko,3,0.64,Horsefly,3,0.28,Quesnel_Horsef,3,0.04,McKinley,3,0.02,Stellako,3,0.01
DS00165,Chilko,3,0.82,Horsefly,3,0.17,Quesnel_Horsef,3,0.01,NA,NA,NA,NA,NA,NA
DS00593,Seymour,2,0.6,L_Shuswap,4,0.28,L_Adams,4,0.05,MiddleShuswap,4,0.03,Chilko,3,0.03
DS00598,L_Shuswap,4,0.92,L_Adams,4,0.03,MiddleShuswap,4,0.03,Little,4,0.02,Seymour,2,0
DS00599,L_Adams,4,0.36,Chilko,3,0.23,L_Shuswap,4,0.14,Little,4,0.09,MiddleShuswap,4,0.06
DS00374,Chilko,3,0.88,Fennell,2,0.07,Little,4,0.02,Kynock,1,0.01,L_Adams,4,0.01
DS00363,Chilko,3,0.89,L_Adams,4,0.07,Little,4,0.03,L_Shuswap,4,0.01,NA,NA,NA
DS00361,L_Shuswap,4,0.91,L_Adams,4,0.06,MiddleShuswap,4,0.02,Little,4,0.01,Dust,1,0
DS00172,Birkenhead,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00179,Chilko,3,0.67,Tachie,3,0.19,Nadina,2,0.04,Stellako,3,0.04,Horsefly,3,0.02
DS00174,Horsefly,3,0.47,Stellako,3,0.23,Tachie,3,0.15,Chilko,3,0.07,McKinley,3,0.03
DS00171,Chilko,3,0.84,Tachie,3,0.15,Stellako,3,0,Chilko_south,2,0,Forfar,1,0
DS00167,Chilko,3,1,Tachie,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DS00572,L_Adams,4,0.56,Little,4,0.35,L_Shuswap,4,0.07,Portage_Cr,4,0.01,MiddleShuswap,4,0
DS00597,L_Shuswap,4,0.32,Quesnel_Horsef,3,0.24,Horsefly,3,0.22,U_Horsefly,3,0.07,Little,4,0.07
DS00754,L_Shuswap,4,0.38,L_Adams,4,0.35,Little,4,0.24,Horsefly,3,0.01,Portage_Cr,4,0
DS00616,L_Adams,4,0.55,Little,4,0.35,L_Shuswap,4,0.07,Horsefly,3,0.01,Portage_Cr,4,0.01
JS00844,Chilko-North,3,0.63,Chilko,3,0.37,McKinley,3,0,NA,NA,NA,NA,NA,NA
JS00843,Scotch,2,0.7,Seymour,2,0.28,L_Shuswap,4,0.01,L_Adams,4,0.01,Eagle,2,0
JS00850,Chilko-North,3,0.99,Chilko,3,0.01,MiddleShuswap,4,0,Quesnel_Horsef,3,0,L_Shuswap,4,0
JS00848,L_Adams,4,0.94,MiddleShuswap,4,0.03,Portage_Cr,4,0.01,L_Shuswap,4,0.01,Chilko,3,0
JS00845,Scotch,2,0.9,Seymour,2,0.1,L_Adams,4,0,L_Shuswap,4,0,NA,NA,NA
JS00841,L_Shuswap,4,0.61,MiddleShuswap,4,0.26,L_Adams,4,0.13,Little,4,0,Raft,2,0
JS00849,Scotch,2,0.56,MiddleShuswap,4,0.2,Seymour,2,0.14,L_Shuswap,4,0.06,L_Adams,4,0.04
JS00847,Seymour,2,0.65,Scotch,2,0.33,Eagle,2,0.02,NA,NA,NA,NA,NA,NA
JS00846,Quesnel_Horsef,3,0.76,McKinley,3,0.15,M_Horsefly,3,0.03,L_Adams,4,0.03,MiddleShuswap,4,0.02
JS00842,L_Adams,4,0.81,MiddleShuswap,4,0.15,L_Shuswap,4,0.04,NA,NA,NA,NA,NA,NA
DS00376,L_Shuswap,4,0.58,Little,4,0.32,L_Adams,4,0.07,MiddleShuswap,4,0.03,Seymour,2,0
DS00563,Chilko,3,0.99,Little,4,0,Chilko_south,2,0,L_Adams,4,0,Fennell,2,0
DS00541,L_Adams,4,0.73,Little,4,0.22,L_Shuswap,4,0.02,Seymour,2,0.02,Horsefly,3,0.01
DS00568,L_Shuswap,4,0.66,Little,4,0.2,L_Adams,4,0.11,MiddleShuswap,4,0.01,Portage_Cr,4,0
DS00565,L_Shuswap,4,0.95,MiddleShuswap,4,0.02,L_Adams,4,0.01,Little,4,0.01,Seymour,2,0
