container_id,container_type,current_location,storage_unit,group_box,storage_shelf,storage_tray,date_shipped,shipped_to,date_received,expecting_return?,date_returned,comments
DW39,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW40,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW41,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW42,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW43,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW44,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW45,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW46,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW47,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
DW48,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW1,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW2,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW3,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW4,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW5,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW6,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW7,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW8,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW9,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW10,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW11,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW12,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW13,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW14,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW15,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW16,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW17,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW18,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW19,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW20,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW21,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW22,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW23,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW24,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW25,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW26,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW27,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW28,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW29,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW30,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW31,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW32,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW33,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW34,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW35,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,No fish from this Whatman Sheet have been dissected yet
JW36,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW37,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW38,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW39,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW40,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW41,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW42,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW43,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW44,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW45,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW46,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW47,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW48,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW49,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
JW50,fin clip,Quadra Prep Lab,Back End Shelving Unit,NA,3,NA,NA,NA,NA,NA,NA,NA
BISCO3,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCO4,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU2,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU3,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU4,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU5,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU6,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCU7,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISHE1,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISHE2,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISPI2,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISPI3,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISPI4,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISPI5,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISSO10,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISSO42,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISSO43,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISSO46,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO1,NA,NA,NA,NA,NA,NA,NA,NA
BISCO1,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISCU1,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISPI1,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO1,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO11,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO12,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO13,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO14,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO15,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO16,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO17,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO18,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO19,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO2,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO20,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO21,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO22,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO23,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO24,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO25,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO26,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO27,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO3,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO30,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO31,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO32,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO33,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO34,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO35,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO36,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO37,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO38,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO39,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO4,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO40,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO41,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO44,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO45,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO47,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO5,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO6,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO7,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO8,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISSO9,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISPI6,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISCU8,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO2,NA,NA,NA,NA,NA,NA,NA,NA
BISPI7,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISSO48,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO49,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO99,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,"Sam's 24-hour study, 2017"
BISSO51,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO50,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISSO52,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO4,NA,NA,NA,NA,NA,NA,NA,NA
BISCU11,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISCO5,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISPI8,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISCU10,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISCU9,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BISHE3,isotope,Quadra Prep Lab,Chest Freezer 1,GBISO3,NA,NA,NA,NA,NA,NA,NA,NA
BXM1,muscle,Quadra Prep Lab,Upright Freezer 2,NA,5,16,NA,NA,NA,NA,NA,NA
BXM2,muscle,Quadra Prep Lab,Upright Freezer 2,NA,5,16,NA,NA,NA,NA,NA,NA
BXM4,muscle,Quadra Prep Lab,Upright Freezer 2,NA,5,14,NA,NA,NA,NA,NA,Contains samples from fish not part of current database version
BOTSO1,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO2,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO3,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO4,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO5,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO6,otolith,SFU,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO7,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,Subsamples Moved to SFU 2017/03. May be unusable due to spilt contents during shipping.
BOTSO8,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO9,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO10,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO11,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO12,otolith,SFU,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,Subsamples Moved to SFU 2017/03. May be unusable due to spilt contents during shipping.
BOTSO13,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO14,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO15,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO16,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO17,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTSO18,otolith,UBC,Back End Shelving Unit,NA,NA,NA,2016-09-21,UBC,2016-09-21,NA,NA,NA
BOTHE1,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,1,NA,NA,NA,NA,NA,NA
BOTHE2,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,1,NA,NA,NA,NA,NA,NA
BOTSO19,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO20,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO22,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO34,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO21,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO23,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,2,NA,NA,NA,NA,NA,NA
BOTSO25,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,2,NA,NA,NA,NA,NA,NA
BOTSO27,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,2,NA,NA,NA,NA,NA,NA
BOTSO28,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,2,NA,NA,NA,NA,NA,NA
BOTSO35,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,NA
BOTSO26,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,3,NA,NA,NA,NA,NA,NA
BOTSO30,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,3,NA,NA,NA,NA,NA,NA
BOTSO31,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,3,NA,NA,NA,NA,NA,NA
BOTSO29,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,3,NA,NA,NA,NA,NA,NA
BOTSO24,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,3,NA,NA,NA,NA,NA,NA
BOTSO33,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTSO32,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTCU4,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTCU5,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTCO3,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTPI3,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,NA
BOTPI4,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,NA
BOTPI5,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,NA
BOTCU6,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,NA
BOTCU3,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,NA
BOTCU7,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,1,NA,NA,NA,NA,NA,NA
BOTCU1,otolith,Quadra Prep Lab,Back End Shelving Unit,GBOTO1,NA,NA,NA,NA,NA,NA,NA,NA
BOTCU2,otolith,Quadra Prep Lab,Back End Shelving Unit,GBOTO1,NA,NA,NA,NA,NA,NA,NA,NA
BOTPI1,otolith,Quadra Prep Lab,Back End Shelving Unit,GBOTO1,NA,NA,NA,NA,NA,NA,NA,NA
BOTPI2,otolith,Quadra Prep Lab,Back End Shelving Unit,GBOTO1,NA,NA,NA,NA,NA,NA,NA,NA
BOTCO1,otolith,Quadra Prep Lab,Back End Shelving Unit,GBOTO1,NA,NA,NA,NA,NA,NA,NA,NA
BOTCU8,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,1,NA,NA,NA,NA,NA,NA
BOTPI7,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,2,NA,NA,NA,NA,NA,NA
BOTCO4,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,2,NA,NA,NA,NA,NA,NA
BOTCU9,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,2,NA,NA,NA,NA,NA,NA
BOTCU10,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,2,NA,NA,NA,NA,NA,NA
BOTPI8,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,2,NA,NA,NA,NA,NA,NA
BOTSO36,otolith,UBC,Back End Shelving Unit,GBOTO2,NA,NA,2017-07-12,UBC,NA,NA,NA,NA
BOTSO37,otolith,UBC,Back End Shelving Unit,GBOTO2,NA,NA,2017-07-12,UBC,NA,NA,NA,NA
BOTSO38,otolith,UBC,Back End Shelving Unit,GBOTO2,NA,NA,2017-07-12,UBC,NA,NA,NA,NA
BOTSO39,otolith,UBC,Back End Shelving Unit,GBOTO2,NA,NA,2017-07-12,UBC,NA,NA,NA,NA
BOTSO34,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,NA
BOTSO33,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,2,NA,NA,NA,NA,NA,NA
BOTSO40,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,1,NA,NA,NA,NA,NA,NA
BOTSO43,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,NA
BOTSO42,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,NA
BOTSO35,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,NA
BOTSO41,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,NA
BOTSO44,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,3,NA,NA,NA,NA,NA,Box half filled
BOTSO47,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,4,NA,NA,NA,NA,NA,Contains samples from fish not part of current database version
BOTPI9,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,4,NA,NA,NA,NA,NA,NA
BOTCU11,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,4,NA,NA,NA,NA,NA,NA
BOTSO50,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,4,NA,NA,NA,NA,NA,Contains samples from fish not part of current database version
BOTSO46,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,6,5,NA,NA,NA,NA,NA,NA
BOTPI6,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,1,NA,NA,NA,NA,NA,NA
BOTSO45,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,5,5,NA,NA,NA,NA,NA,Contains samples from fish not part of current database version
BOTCO5,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,5,NA,NA,NA,NA,NA,partially filled
BOTCU12,otolith,Quadra Prep Lab,In Use,NA,NA,NA,NA,NA,NA,NA,NA,NA
BOTHE3,otolith,Quadra Prep Lab,Back End Shelving Unit,NA,4,4,NA,NA,NA,NA,NA,partially filled
BRNA2,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,13,NA,NA,NA,NA,NA,NA
BRNA3,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,16,NA,NA,NA,NA,NA,NA
BRNA4,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,2,NA,NA,NA,NA,NA,NA
BRNA5,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,6,NA,NA,NA,NA,NA,NA
BRNA6,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,9,NA,NA,NA,NA,NA,NA
BRNA7,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,7,NA,NA,NA,NA,NA,NA
BRNA8,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,14,NA,NA,NA,NA,NA,NA
BRNA9,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,15,NA,NA,NA,NA,NA,NA
BRNA10,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,11,NA,NA,NA,NA,NA,NA
BRNA11,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,3,NA,NA,NA,NA,NA,NA
BRNA12,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,4,NA,NA,NA,NA,NA,NA
BRNA13,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,10,NA,NA,NA,NA,NA,NA
BRNA14,RNA,Quadra Prep Lab,Upright Freezer 2,NA,5,11,NA,NA,NA,NA,NA,NA
BRNA15,RNA,Quadra Prep Lab,Upright Freezer 2,NA,1,8,NA,NA,NA,NA,NA,NA
