ufn,sample_type,sample_id,storage_medium,container_id,container_cell,sample_location,qaqc,comments_sample,sample_status,quality_log
U771,otolith,SOT729,Dry,BOTSO6,D19,BOTSO6-D19,TRUE,NA,NA,NA
U771,scale,U771,Dry,BSC6,21,BSC6-21,TRUE,NA,NA,NA
U771,carcass,U771,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U771,sealice,SSL729,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U772,RNA,U772,Frozen -80,BRNA6,D9,BRNA6-D9,TRUE,NA,NA,NA
U772,fatty_acid,SFA730,Frozen -80,BFA105,48,BFA105-48,TRUE,NA,NA,NA
U772,isotope,SIS730,Frozen -20,BISSO14,67,BISSO14-67,TRUE,NA,NA,NA
U772,genetic_stock_id,SDN730,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U772,stomach,SST730,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U772,otolith,SOT730,Dry,BOTSO6,D20,BOTSO6-D20,TRUE,NA,NA,NA
U772,scale,U772,Dry,BSC6,22,BSC6-22,TRUE,NA,NA,NA
U772,carcass,U772,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U772,sealice,SSL730,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U773,RNA,U773,Frozen -80,BRNA6,E9,BRNA6-E9,TRUE,NA,NA,NA
U773,fatty_acid,SFA731,Frozen -80,BFA105,50,BFA105-50,TRUE,NA,NA,NA
U773,isotope,SIS731,Frozen -20,BISSO14,72,BISSO14-72,TRUE,NA,NA,NA
U773,genetic_stock_id,SDN731,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U773,stomach,SST731,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U773,otolith,SOT731,Dry,BOTSO6,E1,BOTSO6-E1,TRUE,NA,NA,NA
U773,scale,U773,Dry,BSC6,23,BSC6-23,TRUE,NA,NA,NA
U773,carcass,U773,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U773,sealice,SSL731,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U774,RNA,U774,Frozen -80,BRNA6,F9,BRNA6-F9,TRUE,NA,NA,NA
U774,fatty_acid,SFA741,Frozen -80,BFA105,54,BFA105-54,TRUE,NA,NA,NA
U774,isotope,SIS741,Frozen -20,BISSO14,89,BISSO14-89,TRUE,NA,NA,NA
U774,genetic_stock_id,SDN741,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U774,stomach,SST741,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U774,otolith,SOT741,Dry,BOTSO6,E2,BOTSO6-E2,TRUE,NA,NA,NA
U774,scale,U774,Dry,BSC6,24,BSC6-24,TRUE,NA,NA,NA
U774,carcass,U774,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U774,sealice,SSL741,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U775,RNA,U775,Frozen -80,BRNA6,G9,BRNA6-G9,TRUE,NA,NA,NA
U775,fatty_acid,SFA742,Frozen -80,BFA105,59,BFA105-59,TRUE,NA,NA,NA
U775,isotope,SIS742,Frozen -20,BISSO14,100,BISSO14-100,TRUE,NA,NA,NA
U775,genetic_stock_id,SDN742,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U775,stomach,SST742,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U775,otolith,SOT742,Dry,BOTSO6,E3,BOTSO6-E3,TRUE,NA,NA,NA
U775,scale,U775,Dry,BSC6,25,BSC6-25,TRUE,NA,NA,NA
U775,carcass,U775,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U775,sealice,SSL742,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U776,RNA,U776,Frozen -80,BRNA6,H9,BRNA6-H9,TRUE,NA,NA,NA
U776,fatty_acid,SFA743,Frozen -80,BFA105,60,BFA105-60,TRUE,NA,NA,NA
U776,isotope,SIS743,Frozen -20,BISSO15,1,BISSO15-1,TRUE,NA,NA,NA
U776,genetic_stock_id,SDN743,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U776,stomach,SST743,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U776,otolith,SOT743,Dry,BOTSO6,E4,BOTSO6-E4,TRUE,NA,NA,NA
U776,scale,U776,Dry,BSC6,26,BSC6-26,TRUE,NA,NA,NA
U776,carcass,U776,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U776,sealice,SSL743,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U777,RNA,U777,Frozen -80,BRNA6,C10,BRNA6-C10,TRUE,NA,NA,NA
U777,fatty_acid,SFA744,Frozen -80,BFA105,61,BFA105-61,TRUE,NA,NA,NA
U777,isotope,SIS744,Frozen -20,BISSO15,3,BISSO15-3,TRUE,NA,NA,NA
U777,genetic_stock_id,SDN744,95 % Non-Denatured Ethanol,BDNSO8,5,BDNSO8-5,TRUE,NA,NA,NA
U777,stomach,SST744,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U777,otolith,SOT744,Dry,BOTSO6,E5,BOTSO6-E5,TRUE,NA,NA,NA
U777,scale,U777,Dry,BSC6,27,BSC6-27,TRUE,NA,NA,NA
U777,carcass,U777,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U777,sealice,SSL744,Formalin,BSLSO15,18,BSLSO15-18,TRUE,NA,NA,NA
U778,RNA,U778,Frozen -80,BRNA6,A12,BRNA6-A12,TRUE,NA,NA,NA
U778,fatty_acid,SFA745,Frozen -80,BFASO11,69,BFASO11-69,TRUE,NA,NA,NA
U778,isotope,SIS745,Frozen -20,BISSO15,9,BISSO15-9,TRUE,NA,NA,NA
U778,genetic_stock_id,SDN745,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U778,stomach,SST745,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U778,otolith,SOT745,Dry,BOTSO6,E6,BOTSO6-E6,TRUE,NA,NA,NA
U778,scale,U778,Dry,BSC6,28,BSC6-28,TRUE,NA,NA,NA
U778,carcass,U778,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U778,sealice,SSL745,Formalin,BSLSO15,25,BSLSO15-25,TRUE,NA,NA,NA
U779,RNA,U779,Frozen -80,BRNA6,B12,BRNA6-B12,TRUE,NA,NA,NA
U779,fatty_acid,SFA746,Frozen -80,BFASO11,72,BFASO11-72,TRUE,NA,NA,NA
U779,isotope,SIS746,Frozen -20,BISSO15,12,BISSO15-12,TRUE,NA,NA,NA
U779,genetic_stock_id,SDN746,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U779,stomach,SST746,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U779,otolith,SOT746,Dry,BOTSO6,E7,BOTSO6-E7,TRUE,NA,NA,NA
U779,scale,U779,Dry,BSC6,29,BSC6-29,TRUE,NA,NA,NA
U779,carcass,U779,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U779,sealice,SSL746,Formalin,BSLSO15,29,BSLSO15-29,TRUE,NA,NA,NA
U780,RNA,U780,Frozen -80,BRNA6,C12,BRNA6-C12,TRUE,NA,NA,NA
U780,fatty_acid,SFA747,Frozen -80,BFASO11,76,BFASO11-76,TRUE,NA,NA,NA
U780,isotope,SIS747,Frozen -20,BISSO15,16,BISSO15-16,TRUE,NA,NA,NA
U780,genetic_stock_id,SDN747,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U780,stomach,SST747,95 % Non-Denatured Ethanol,BST32,NA,BST32-NA,TRUE,NA,NA,NA
U780,otolith,SOT747,Dry,BOTSO6,E8,BOTSO6-E8,TRUE,NA,NA,NA
U780,scale,U780,Dry,BSC6,30,BSC6-30,TRUE,NA,NA,NA
U780,carcass,U780,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U780,sealice,SSL747,Formalin,BSLSO15,38,BSLSO15-38,TRUE,NA,NA,NA
U781,RNA,U781,Frozen -80,BRNA6,D6,BRNA6-D6,TRUE,NA,NA,NA
U781,fatty_acid,SFA713,Frozen -80,BFASO10,98,BFASO10-98,TRUE,NA,NA,NA
U781,isotope,SIS713,Frozen -20,BISSO14,38,BISSO14-38,TRUE,NA,NA,NA
U781,genetic_stock_id,SDN713,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U781,stomach,SST713,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U781,otolith,SOT713,Dry,BOTSO7,C8,BOTSO7-C8,TRUE,NA,NA,NA
U781,scale,U781,Dry,BSC8,6,BSC8-6,TRUE,NA,NA,NA
U781,carcass,U781,Frozen -20,BCA14,NA,BCA14-NA,TRUE,NA,NA,NA
U781,sealice,SSL713,Formalin,BSLSO14,34,BSLSO14-34,TRUE,NA,NA,NA
U782,RNA,U782,Frozen -80,BRNA6,C6,BRNA6-C6,TRUE,NA,NA,NA
U782,fatty_acid,SFA714,Frozen -80,BFASO10,100,BFASO10-100,TRUE,NA,NA,NA
U782,isotope,SIS714,Frozen -20,BISSO14,40,BISSO14-40,TRUE,NA,NA,NA
U782,genetic_stock_id,SDN714,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U782,stomach,SST714,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U782,otolith,SOT714,Dry,BOTSO7,C9,BOTSO7-C9,TRUE,NA,NA,NA
U782,scale,U782,Dry,BSC8,7,BSC8-7,TRUE,NA,NA,NA
U782,carcass,U782,Frozen -20,BCA14,NA,BCA14-NA,TRUE,NA,NA,NA
U782,sealice,SSL714,Formalin,BSLSO14,38,BSLSO14-38,TRUE,NA,NA,NA
U783,RNA,U783,Frozen -80,BRNA6,B6,BRNA6-B6,TRUE,NA,NA,NA
U783,fatty_acid,SFA715,Frozen -80,BFASO11,1,BFASO11-1,TRUE,NA,NA,NA
U783,isotope,SIS715,Frozen -20,BISSO14,41,BISSO14-41,TRUE,NA,NA,NA
U783,genetic_stock_id,SDN715,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U783,stomach,SST715,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U783,otolith,SOT715,Dry,BOTSO7,C10,BOTSO7-C10,TRUE,NA,NA,NA
U783,scale,U783,Dry,BSC8,8,BSC8-8,TRUE,NA,NA,NA
U783,carcass,U783,Frozen -20,BCA14,NA,BCA14-NA,TRUE,NA,NA,NA
U783,sealice,SSL715,Formalin,BSLSO14,41,BSLSO14-41,TRUE,NA,NA,NA
U784,RNA,U784,Frozen -80,BRNA6,A6,BRNA6-A6,TRUE,NA,NA,NA
U784,fatty_acid,SFA716,Frozen -80,BFASO11,3,BFASO11-3,TRUE,NA,NA,NA
U784,isotope,SIS716,Frozen -20,BISSO14,43,BISSO14-43,TRUE,NA,NA,NA
U784,genetic_stock_id,SDN716,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U784,stomach,SST716,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U784,otolith,SOT716,Dry,BOTSO7,C11,BOTSO7-C11,TRUE,NA,NA,NA
U784,scale,U784,Dry,BSC8,9,BSC8-9,TRUE,NA,NA,NA
U784,carcass,U784,Frozen -20,BCA14,NA,BCA14-NA,TRUE,NA,NA,NA
U784,sealice,SSL716,Formalin,BSLSO14,47,BSLSO14-47,TRUE,NA,NA,NA
U785,RNA,U785,Frozen -80,BRNA6,H8,BRNA6-H8,TRUE,NA,NA,NA
U785,fatty_acid,SFA717,Frozen -80,BFASO11,5,BFASO11-5,TRUE,NA,NA,NA
U785,isotope,SIS717,Frozen -20,BISSO14,45,BISSO14-45,TRUE,NA,NA,NA
U785,genetic_stock_id,SDN717,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U785,stomach,SST717,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U785,otolith,SOT717,Dry,BOTSO7,C12,BOTSO7-C12,TRUE,NA,NA,NA
U785,scale,U785,Dry,BSC8,10,BSC8-10,TRUE,NA,NA,NA
U785,carcass,U785,Frozen -20,BCA14,NA,BCA14-NA,TRUE,NA,NA,NA
U785,sealice,SSL717,Formalin,BSLSO14,54,BSLSO14-54,TRUE,NA,NA,NA
U786,RNA,U786,Frozen -80,BRNA6,G8,BRNA6-G8,TRUE,NA,NA,NA
U786,fatty_acid,SFA732,Frozen -80,BFASO11,36,BFASO11-36,TRUE,NA,NA,NA
U786,isotope,SIS732,Frozen -20,BISSO14,76,BISSO14-76,TRUE,NA,NA,NA
U786,genetic_stock_id,SDN732,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U786,stomach,SST732,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U786,otolith,SOT732,Dry,BOTSO7,C13,BOTSO7-C13,TRUE,NA,NA,NA
U786,scale,U786,Dry,BSC8,11,BSC8-11,TRUE,NA,NA,NA
U786,carcass,U786,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U786,sealice,SSL732,Formalin,BSLSO14,60,BSLSO14-60,TRUE,NA,NA,NA
U787,RNA,U787,Frozen -80,BRNA6,F8,BRNA6-F8,TRUE,NA,NA,NA
U787,fatty_acid,SFA733,Frozen -80,BFASO11,38,BFASO11-38,TRUE,NA,NA,NA
U787,isotope,SIS733,Frozen -20,BISSO14,78,BISSO14-78,TRUE,NA,NA,NA
U787,genetic_stock_id,SDN733,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U787,stomach,SST733,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U787,otolith,SOT733,Dry,BOTSO7,C14,BOTSO7-C14,TRUE,NA,NA,NA
U787,scale,U787,Dry,BSC8,12,BSC8-12,TRUE,NA,NA,NA
U787,carcass,U787,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U787,sealice,SSL733,Formalin,BSLSO14,67,BSLSO14-67,TRUE,NA,NA,NA
U788,RNA,U788,Frozen -80,BRNA6,E8,BRNA6-E8,TRUE,NA,NA,NA
U788,fatty_acid,SFA734,Frozen -80,BFASO11,40,BFASO11-40,TRUE,NA,NA,NA
U788,isotope,SIS734,Frozen -20,BISSO14,80,BISSO14-80,TRUE,NA,NA,NA
U788,genetic_stock_id,SDN734,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U788,stomach,SST734,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U788,otolith,SOT734,Dry,BOTSO7,C15,BOTSO7-C15,TRUE,NA,NA,NA
U788,scale,U788,Dry,BSC8,13,BSC8-13,TRUE,NA,NA,NA
U788,carcass,U788,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U788,sealice,SSL734,Formalin,BSLSO14,74,BSLSO14-74,TRUE,NA,NA,NA
U789,RNA,U789,Frozen -80,BRNA6,D8,BRNA6-D8,TRUE,Brain fell on cool rack,NA,NA
U789,fatty_acid,SFA735,Frozen -80,BFASO11,41,BFASO11-41,TRUE,NA,NA,NA
U789,isotope,SIS735,Frozen -20,BISSO14,81,BISSO14-81,TRUE,NA,NA,NA
U789,genetic_stock_id,SDN735,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U789,stomach,SST735,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U789,otolith,SOT735,Dry,BOTSO7,C16,BOTSO7-C16,TRUE,NA,NA,NA
U789,scale,U789,Dry,BSC8,14,BSC8-14,TRUE,NA,NA,NA
U789,carcass,U789,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U789,sealice,SSL735,Formalin,BSLSO14,80,BSLSO14-80,TRUE,NA,NA,NA
U790,RNA,U790,Frozen -80,BRNA6,C8,BRNA6-C8,TRUE,NA,NA,NA
U790,fatty_acid,SFA736,Frozen -80,BFASO11,43,BFASO11-43,TRUE,NA,NA,NA
U790,isotope,SIS736,Frozen -20,BISSO14,83,BISSO14-83,TRUE,NA,NA,NA
U790,genetic_stock_id,SDN736,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U790,stomach,SST736,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U790,otolith,SOT736,Dry,BOTSO7,C17,BOTSO7-C17,TRUE,NA,NA,NA
U790,scale,U790,Dry,BSC8,15,BSC8-15,TRUE,NA,NA,NA
U790,carcass,U790,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U790,sealice,SSL736,Formalin,BSLSO14,85,BSLSO14-85,TRUE,NA,NA,NA
U791,RNA,U791,Frozen -80,BRNA6,B8,BRNA6-B8,TRUE,NA,NA,NA
U791,fatty_acid,SFA737,Frozen -80,BFA105,52,BFA105-52,TRUE,NA,NA,NA
U791,isotope,SIS737,Frozen -20,BISSO14,85,BISSO14-85,TRUE,NA,NA,NA
U791,genetic_stock_id,SDN737,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U791,stomach,SST737,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U791,otolith,SOT737,Dry,BOTSO7,C18,BOTSO7-C18,TRUE,NA,NA,NA
U791,scale,U791,Dry,BSC8,16,BSC8-16,TRUE,NA,NA,NA
U791,carcass,U791,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U791,sealice,SSL737,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U792,RNA,U792,Frozen -80,BRNA6,A8,BRNA6-A8,TRUE,NA,NA,NA
U792,fatty_acid,SFA738,Frozen -80,BFA105,53,BFA105-53,TRUE,NA,NA,NA
U792,isotope,SIS738,Frozen -20,BISSO14,87,BISSO14-87,TRUE,NA,NA,NA
U792,genetic_stock_id,SDN738,95 % Non-Denatured Ethanol,BDNSO7,94,BDNSO7-94,TRUE,NA,NA,NA
U792,stomach,SST738,95 % Non-Denatured Ethanol,BST30,NA,BST30-NA,TRUE,NA,NA,NA
U792,otolith,SOT738,Dry,BOTSO7,C19,BOTSO7-C19,TRUE,NA,NA,NA
U792,scale,U792,Dry,BSC8,17,BSC8-17,TRUE,NA,NA,NA
U792,carcass,U792,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U792,sealice,SSL738,Formalin,BSLSO14,96,BSLSO14-96,TRUE,NA,NA,NA
U793,RNA,U793,Frozen -80,BRNA6,G11,BRNA6-G11,TRUE,NA,NA,NA
U793,fatty_acid,SFA748,Frozen -80,BFA105,63,BFA105-63,TRUE,NA,NA,NA
U793,isotope,SIS748,Frozen -20,BISSO15,18,BISSO15-18,TRUE,NA,NA,NA
U793,genetic_stock_id,SDN748,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U793,stomach,SST748,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U793,otolith,SOT748,Dry,BOTSO7,C20,BOTSO7-C20,TRUE,1 otolith,NA,NA
U793,scale,U793,Dry,BSC8,18,BSC8-18,TRUE,NA,NA,NA
U793,carcass,U793,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U793,sealice,SSL748,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U794,RNA,U794,Frozen -80,BRNA6,F11,BRNA6-F11,TRUE,NA,NA,NA
U794,fatty_acid,SFA749,Frozen -80,BFA105,64,BFA105-64,TRUE,NA,NA,NA
U794,isotope,SIS749,Frozen -20,BISSO15,20,BISSO15-20,TRUE,NA,NA,NA
U794,genetic_stock_id,SDN749,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U794,stomach,SST749,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U794,otolith,SOT749,Dry,BOTSO7,D1,BOTSO7-D1,TRUE,NA,NA,NA
U794,scale,U794,Dry,BSC8,19,BSC8-19,TRUE,NA,NA,NA
U794,carcass,U794,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U794,sealice,SSL749,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U795,RNA,U795,Frozen -80,BRNA6,E11,BRNA6-E11,TRUE,NA,NA,NA
U795,fatty_acid,SFA750,Frozen -80,BFA105,65,BFA105-65,TRUE,NA,NA,NA
U795,isotope,SIS750,Frozen -20,BISSO15,21,BISSO15-21,TRUE,NA,NA,NA
U795,genetic_stock_id,SDN750,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U795,stomach,SST750,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U795,otolith,SOT750,Dry,BOTSO7,D2,BOTSO7-D2,TRUE,NA,NA,NA
U795,scale,U795,Dry,BSC8,20,BSC8-20,TRUE,NA,NA,NA
U795,carcass,U795,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U795,sealice,SSL750,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U796,RNA,U796,Frozen -80,BRNA6,D11,BRNA6-D11,TRUE,NA,NA,NA
U796,fatty_acid,SFA751,Frozen -80,BFA105,66,BFA105-66,TRUE,NA,NA,NA
U796,isotope,SIS751,Frozen -20,BISSO15,23,BISSO15-23,TRUE,NA,NA,NA
U796,genetic_stock_id,SDN751,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U796,stomach,SST751,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U796,otolith,SOT751,Dry,BOTSO7,D3,BOTSO7-D3,TRUE,NA,NA,NA
U796,scale,U796,Dry,BSC8,21,BSC8-21,TRUE,NA,NA,NA
U796,carcass,U796,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U796,sealice,SSL751,Formalin,BSLSO28,NA,BSLSO28-NA,TRUE,NA,NA,NA
U797,RNA,U797,Frozen -80,BRNA6,C11,BRNA6-C11,TRUE,NA,NA,NA
U797,fatty_acid,SFA752,Frozen -80,BFASO11,85,BFASO11-85,TRUE,NA,NA,NA
U797,isotope,SIS752,Frozen -20,BISSO15,25,BISSO15-25,TRUE,NA,NA,NA
U797,genetic_stock_id,SDN752,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U797,stomach,SST752,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U797,otolith,SOT752,Dry,BOTSO7,D4,BOTSO7-D4,TRUE,NA,NA,NA
U797,scale,U797,Dry,BSC8,22,BSC8-22,TRUE,NA,NA,NA
U797,carcass,U797,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U797,sealice,SSL752,Formalin,BSLSO15,34,BSLSO15-34,TRUE,NA,NA,NA
U798,RNA,U798,Frozen -80,BRNA6,B11,BRNA6-B11,TRUE,NA,NA,NA
U798,fatty_acid,SFA753,Frozen -80,BFASO11,87,BFASO11-87,TRUE,NA,NA,NA
U798,isotope,SIS753,Frozen -20,BISSO15,27,BISSO15-27,TRUE,NA,NA,NA
U798,genetic_stock_id,SDN753,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U798,stomach,SST753,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U798,otolith,SOT753,Dry,BOTSO7,D5,BOTSO7-D5,TRUE,NA,NA,NA
U798,scale,U798,Dry,BSC8,23,BSC8-23,TRUE,NA,NA,NA
U798,carcass,U798,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U798,sealice,SSL753,Formalin,BSLSO15,40,BSLSO15-40,TRUE,NA,NA,NA
U799,RNA,U799,Frozen -80,BRNA6,A11,BRNA6-A11,TRUE,NA,NA,NA
U799,fatty_acid,SFA763,Frozen -80,BFASO12,25,BFASO12-25,TRUE,NA,NA,NA
U799,isotope,SIS763,Frozen -20,BISSO15,65,BISSO15-65,TRUE,NA,NA,NA
U799,genetic_stock_id,SDN763,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U799,stomach,SST763,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U799,otolith,SOT763,Dry,BOTSO7,D6,BOTSO7-D6,TRUE,NA,NA,NA
U799,scale,U799,Dry,BSC8,24,BSC8-24,TRUE,NA,NA,NA
U799,carcass,U799,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U799,sealice,SSL763,Formalin,BSLSO15,43,BSLSO15-43,TRUE,NA,NA,NA
U800,RNA,U800,Frozen -80,BRNA7,H3,BRNA7-H3,TRUE,NA,NA,NA
U800,fatty_acid,SFA764,Frozen -80,BFASO12,27,BFASO12-27,TRUE,NA,NA,NA
U800,isotope,SIS764,Frozen -20,BISSO15,67,BISSO15-67,TRUE,NA,NA,NA
U800,genetic_stock_id,SDN764,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U800,stomach,SST764,95 % Non-Denatured Ethanol,BST35,NA,BST35-NA,TRUE,NA,NA,NA
U800,otolith,SOT764,Dry,BOTSO7,D7,BOTSO7-D7,TRUE,NA,NA,NA
U800,scale,U800,Dry,BSC8,25,BSC8-25,TRUE,NA,NA,NA
U800,carcass,U800,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
U800,sealice,SSL764,Formalin,BSLSO15,69,BSLSO15-69,TRUE,NA,NA,NA
U801,RNA,U801,Frozen -80,BRNA6,E10,BRNA6-E10,TRUE,NA,NA,NA
U801,fatty_acid,SFA754,Frozen -80,BFA105,57,BFA105-57,TRUE,NA,NA,NA
U801,isotope,SIS754,Frozen -20,BISSO14,96,BISSO14-96,TRUE,NA,NA,NA
U801,genetic_stock_id,SDN754,95 % Non-Denatured Ethanol,BDNSO16,NA,BDNSO16-NA,TRUE,NA,NA,NA
U801,stomach,SST754,95 % Non-Denatured Ethanol,BST31,NA,BST31-NA,TRUE,NA,NA,NA
U801,otolith,SOT754,Dry,BOTSO8,C17,BOTSO8-C17,TRUE,NA,NA,NA
U801,scale,U801,Dry,BSC18,1,BSC18-1,TRUE,NA,NA,NA
U801,carcass,U801,Frozen -20,BCA15,NA,BCA15-NA,TRUE,NA,NA,NA
